No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
410;Kab. Empat Lawang;2019;55310565697;107227000000;17387963869;9129620051;7229889009;246855000000;213513000000;14087714956;189463000000;250465;64.56;64.81;12.04;12.05;7.38;7.39;9450;9594;64.81;65.1
411;Kab. Ende;2019;83356440232;212873000000;15177158557;12111290856;3201026423;215431000000;298564000000;8515213899;111519000000;273929;64.75;65.17;13.76;13.77;7.79;7.8;8995;9315;66.62;67.2
412;Kab. Enrekang;2019;62349806471;182684000000;0;116679000000;0;164317000000;338308000000;12493290367;0;206387;70.55;70.83;13.68;13.69;8.68;8.89;10683;10359;72.15;72.66
413;Kab. Fak Fak;2019;166735000000;152191000000;20709972035;10423136330;10781185340;345631000000;213921000000;27227609339;151822000000;78686;68.12;68.47;13.85;14.37;8.51;8.84;7357;7599;66.99;67.87
414;Kab. Gayo Lues;2019;92601765098;126436000000;13961429016;15777982845;9842128049;257291000000;160196000000;18712543847;142244000000;94100;65.12;65.38;13.49;13.73;7.69;7.91;8529;8845;65.88;66.87
415;Kab. Gorontalo Utara;2019;68242566127;119810000000;9956698499;4749478644;4511528692;157001000000;161115000000;17484594006;74436126924;115072;65.36;65.79;12.43;12.44;6.72;6.74;8780;8982;64.06;64.52
416;Kab. Gowa;2019;62034644614;313135000000;11442017831;14650751613;6312528078;280454000000;589508000000;20867051364;325924000000;772684;70.11;70.37;13.29;13.48;7.75;7.97;9179;9009;68.87;69.66
417;Kab. Grobogan;2019;129060000000;445947000000;24116609525;43658201289;6697231068;402253000000;813959000000;26650273221;238778000000;1377788;74.55;74.61;12.28;12.29;6.67;6.86;10097;10350;69.32;69.86
418;Kab. Halmahera Barat;2019;64684644413;156093000000;0;19616418266;11907617792;231141000000;122815000000;21209104524;125764000000;118287;65.78;66.13;13.07;13.08;7.88;8.12;7418;7660;64.54;65.34
419;Kab. Halmahera Tengah;2019;74538468532;105224000000;5348470764;5923831264;9792330867;193793000000;129828000000;7681155756;150067000000;55728;63.16;63.65;12.93;12.94;8.65;8.79;7885;8258;64.66;65.55
420;Kab. Halmahera Timur;2019;63560010668;114498000000;3502327694;27011542714;8228004738;212429000000;91126547727;11846502371;206560000000;95005;68.19;68.64;12.73;12.74;7.97;8.06;7969;8127;66.2;66.74
421;Kab. Hulu Sungai Selatan;2019;58296622735;346018000000;15681137926;6602661581;7327351555;206569000000;311408000000;23402753305;230882000000;237702;65.59;65.82;12.07;12.1;7.72;7.74;12535;12835;68.41;68.8
422;Kab. Hulu Sungai Tengah;2019;59286764760;215920000000;9243114034;22016907948;1039608150;189176000000;349828000000;13449775465;163018000000;272419;65.54;65.82;12.18;12.19;7.8;7.99;12138;12257;68.32;68.8
423;Kab. Hulu Sungai Utara;2019;58754239498;249908000000;14283159231;6457203292;517495770;194853000000;317649000000;14839175075;155192000000;237573;63.24;63.58;12.83;12.88;7.36;7.37;9567;9772;65.06;65.49
424;Kab. Humbang Hasundutan;2019;62817087145;137474000000;16389445897;9456311614;8255593525;142007000000;297020000000;9524043475;128747000000;190186;68.69;69.06;13.25;13.27;9.28;9.53;7630;7902;67.96;68.83
426;Kab. Jayapura;2019;101104000000;161358000000;8385606546;19462367601;9191622962;414561000000;232175000000;20205362813;186978000000;131802;66.66;66.93;14.17;14.19;9.6;9.79;10160;10375;71.25;71.84
427;Kab. Jember;2019;171035000000;821896000000;21221197876;33344527702;22061147082;589229000000;1228260000000;39949881385;452821000000;2440714;68.74;68.99;12.79;13.21;6.07;6.18;8698;9090;65.96;66.69
428;Kab. Jepara;2019;55717486400;297072000000;5362882789;13736620481;24438389349;975650000000;192080000000;27412394782;333489000000;1257912;75.71;75.74;12.71;12.74;7.43;7.44;10169;10609;71.38;71.88
429;Kab. Jombang;2019;153407000000;493453000000;28501129464;39127263037;3768782484;398119000000;813398000000;31874376560;219158000000;1258618;72.04;72.27;12.7;12.99;8.21;8.53;10560;10999;71.86;72.85
430;Kab. Kaimana;2019;86299902007;147354000000;22205443593;20228562294;5581076123;306160000000;161899000000;12983726686;183086000000;60216;64.25;64.81;11.76;12.13;8.09;8.41;8071;8325;63.67;64.59
431;Kab. Kampar;2019;111110000000;359581000000;23058483991;28678657953;14752713615;373826000000;916987000000;22564892019;459913000000;871117;70.35;70.64;13.21;13.45;9.1;9.25;11128;11232;72.5;73.15
432;Kab. Kapuas;2019;96001777880;251917000000;11941267582;28881384564;6057038788;248772000000;555504000000;23037093890;387435000000;358820;68.64;68.69;12.54;12.9;7.51;7.52;10738;11063;68.68;69.38
433;Kab. Kapuas Hulu;2019;118505000000;275321000000;15752564541;0;0;286958000000;447884000000;23496317895;263318000000;263207;72.12;72.44;12.03;12.04;7.25;7.47;7074;7206;65.03;65.65
434;Kab. Karanganyar;2019;106991000000;318621000000;39228579568;25501695743;16374102040;361230000000;822253000000;25969290367;187721000000;886519;77.36;77.38;13.66;13.67;8.51;8.52;11223;11569;75.54;75.89
435;Kab. Karimun;2019;70604534620;229973000000;20713185786;20934297175;9357566416;292524000000;322251000000;21365193142;181044000000;232797;70.52;70.71;12.16;12.3;7.81;7.92;11945;12136;70.56;71.1
436;Kab. Katingan;2019;56273378024;157702000000;19100294605;17437258371;3075860900;268849000000;288097000000;34247280976;131308000000;169997;65.62;65.7;12.21;12.51;8.65;8.66;10327;10639;67.91;68.55
437;Kab. Kaur;2019;51686989120;116812000000;14967967647;8005182105;6067412288;166656000000;175561000000;11860105768;92271608809;121200;66.15;66.5;12.96;12.98;8.24;8.25;8284;8594;66.2;66.78
438;Kab. Kayong Utara;2019;47076522160;109501000000;8900706011;4501380943;4118524843;155018000000;188300000000;10089178319;122080000000;112715;67.71;68.11;11.79;11.81;5.86;6;7552;7905;61.82;62.66
440;Kab. Kediri;2019;161828000000;408298000000;18036521233;39211492130;21711857979;509058000000;922643000000;22051834788;353646000000;1568113;72.37;72.54;12.86;12.87;7.68;8.01;10326;10853;71.07;71.85
441;Kab. Keerom;2019;68178838482;142094000000;4859290866;5869340643;5484453362;324840000000;140797000000;18798334677;173831000000;57100;66.35;66.6;12.14;12.41;7.83;8;8918;9136;65.75;66.59
442;Kab. Kendal;2019;153955000000;399053000000;25759647324;19457986725;7211438829;359876000000;747664000000;23538996239;220792000000;971086;74.3;74.33;12.7;12.8;7.05;7.25;11257;11597;71.28;71.97
443;Kab. Siau Tagulandang Biaro;2019;37746542816;94692777576;14729817142;7376546777;6416459982;150390000000;120833000000;18682566731;72721588254;66403;70.14;70.54;11.51;11.64;8.57;8.75;8097;8252;66.75;67.48
444;Kab. Kepahiang;2019;42853179256;111239000000;8010994725;9515522118;10969820035;165559000000;164539000000;13640679377;71008461396;137200;67.39;67.78;12.68;12.89;7.92;7.93;9135;9243;67.14;67.67
445;Kab. Kepulauan Anambas;2019;108729000000;172882000000;35084788904;5957882842;14282484380;285568000000;212957000000;12502396751;215567000000;42309;66.91;67.06;12.32;12.75;6.7;6.91;11894;12065;67.53;68.48
446;Kab. Kepulauan Selayar;2019;95070426365;158550000000;20666082805;14583549243;12021475811;214310000000;220222000000;20883515369;107852000000;135624;68.03;68.34;12.46;12.48;7.4;7.63;8666;8436;66.04;66.91
447;Kab. Kepulauan Talaud;2019;62086658617;144628000000;7949990905;5088705056;8000092986;176732000000;189558000000;12853576946;93606814325;92475;69.71;70.04;12.2;12.27;9;9.25;8525;8638;68.32;68.97
448;Kab. Kerinci;2019;96204517376;127854000000;16380495667;13224055981;16450281469;251191000000;294398000000;30576942331;187239000000;241358;69.65;69.82;13.85;13.86;8.2;8.21;9951;10198;70.59;70.95
449;Kab. Klungkung;2019;100947000000;259967000000;23424689429;26002204840;28226786728;227798000000;286773000000;36155892960;82902921739;179100;70.7;71.06;12.95;12.98;7.75;8.12;11318;11484;70.9;71.71
452;Kab. Kolaka Utara;2019;101440000000;123525000000;7969139691;16090614694;7246560439;181759000000;185678000000;12806239397;96535530799;150831;69.85;70.15;12.09;12.1;7.67;7.86;10133;10258;68.44;68.91
453;Kab. Konawe;2019;111165000000;220833000000;3875904187;8766750990;3037653050;294678000000;371818000000;10322172055;124933000000;254695;69.97;70.02;12.98;12.99;8.94;9.14;10004;102;70.72;71.29
454;Kab. Konawe Selatan;2019;91851964887;161362000000;10828169989;5121725105;8027382029;297632000000;345028000000;20788937574;264258000000;314785;70.38;70.52;12.23;12.24;7.73;7.74;8914;9115;67.51;67.88
455;Kab. Kotabaru;2019;100795000000;198584000000;25564436409;19465913474;34067682615;420530000000;334904000000;18333847030;257224000000;342217;68.89;69.1;11.83;11.92;7.19;7.42;11579;11731;68.32;68.95
456;Kab. Kotawaringin Barat;2019;112008000000;267651000000;36731950791;21690545863;14583889285;212699000000;305730000000;22573039204;237950000000;312911;70.43;70.51;12.7;12.71;8.36;8.41;12788;13175;72.46;72.85
457;Kab. Kotawaringin Timur;2019;122518000000;413721000000;41822526116;36800498541;24815113544;317633000000;463951000000;22574457471;224098000000;466366;69.75;69.8;12.68;12.69;7.9;8.12;11556;11905;70.56;71.16
458;Kab. Kubu Raya;2019;102091000000;170707000000;10931968594;28004220495;6289957914;195829000000;513859000000;21959616865;299001000000;579331;70.04;70.43;13.59;13.64;6.81;6.82;8532;8773;67.23;67.76
459;Kab. Kudus;2019;96621127539;404284000000;17585987698;9268963468;17753867541;415940000000;585536000000;27371712473;230062000000;871311;76.47;76.5;13.21;13.22;8.62;8.63;10979;11318;74.58;74.94
