No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
1;Kab. Buton Tengah;2018;36919668025;53009867998;6467898200;3039732887;9294078750;120515000000;133536000000;8350526086;166381000000;92165;67.17;69.97;12.32;12.35;7.02;7.28;7012;7016;62.82;63.46
2;Kab. Konawe Kepulauan;2018;38689971318;57325387949;11378008126;3948837073;6467292763;106949000000;76574062652;6075150545;134974000000;33680;67.88;71.99;11.3;11.59;8.9;9.17;6458;6601;63.44;64.36
3;Kab. Aceh Barat;2018;84859343514;231533000000;15776065920;8659030354;10312779967;145877000000;260930000000;30180770126;143626000000;205971;67.62;67.72;14.57;14.58;9.04;9.08;8989;9134;70.2;70.47
4;Kab. Aceh Barat Daya;2018;62241884784;136910000000;4897133048;413243525;0;126493000000;173732000000;9812480831;146176000000;148111;64.51;64.65;13.55;13.56;8.12;8.13;7723;8093;65.09;65.67
5;Kab. Aceh Jaya;2018;68889006051;112110000000;5705840885;7623624812;2516675103;152525000000;158389000000;26028831229;94975152102;91087;66.77;66.88;13.95;13.96;813;8.37;8322;9262;68.07;68.83
6;Kab. Aceh Selatan;2018;82324036255;277157000000;15564386106;9577058658;12889790755;237281000000;349898000000;20285778644;100202000000;235115;63.89;64.02;13.8;14.15;8.33;8.38;7567;7891;65.03;65.92
7;Kab. Aceh Tamiang;2018;57345348628;171885000000;10791279571;18859292803;0;204027000000;282502000000;9575903445;154654000000;291112;69.16;69.28;13.56;13.57;8.47;8.7;7931;8032;67.99;68.45
8;Kab. Aceh Tengah;2018;63604167219;235070000000;16286880049;18675979819;13736165791;181888000000;281231000000;16157398352;147641000000;208505;68.53;68.62;14.24;14.25;9.67;9.68;10021;10394;72.19;72.64
9;Kab. Aceh Tenggara;2018;48875133854;102764000000;20571766893;9167189379;6760519606;163079000000;269804000000;27793128248;134259000000;212417;67.62;67.77;13.97;13.98;9.63;9.64;7359;7685;68.09;68.67
10;Kab. Aceh Utara;2018;74942931138;404630000000;15983547438;30089647175;18679031665;225521000000;632222000000;10825589666;134440000000;611435;68.54;68.61;14.42;14.68;8.1;8.11;7632;7919;67.67;68.36
11;Kab. Asahan;2018;97537379966;202665000000;25525728924;10784400486;0;360313000000;440429000000;25998477003;233136000000;724379;67.57;67.79;12.53;12.56;8.46;8.47;10477;10735;69.1;69.49
12;Kab. Balangan;2018;120838000000;147193000000;27752084201;11663704193;6727326577;220619000000;267950000000;16765008996;218107000000;129505;67.19;67.37;12.07;12.36;7.03;7.04;11186;11442;67.25;67.88
13;Kab. Bandung;2018;275785000000;708159000000;89080622646;112689000000;42659048981;554583000000;1957760000000;60697234165;758682000000;3717291;73.13;73.26;12.43;12.64;8.51;8.58;9854;10203;71.02;71.75
14;Kab. Bandung Barat;2018;192081000000;274607000000;34208035071;28614644962;16020999826;480957000000;917703000000;56938545610;210778000000;1683711;71.87;72.03;11.79;11.83;7.74;7.97;8002;8329;66.63;67.46
15;Kab. Banggai Kepulauan;2018;56185146999;100765000000;10826417293;5533512013;4751265757;159185000000;194151000000;8485135933;134177000000;371320;64.53;65.12;12.94;12.95;7.99;8.14;7440;7545;64.07;64.68
16;Kab. Banggai Laut;2018;40594073233;77859849816;10507239300;8072047678;7425246996;168154000000;107644000000;5344970434;155213000000;125620;63.62;64.21;12.56;12.57;8.21;8.44;7693;7810;64.08;64.8
17;Kab. Bangka;2018;43391278455;184703000000;10991026934;14216631791;3408019633;265717000000;295716000000;23105246336;108835000000;186155;70.56;70.73;12.58;12.68;8.19;8.2;11420;12043;71.09;71.8
18;Kab. Bangka Barat;2018;32062560248;115300000000;9830011599;8972310365;16389829491;206759000000;191588000000;11459314089;123244000000;192429;69.56;69.73;11.5;11.51;7.06;7.18;11394;12011;67.94;68.68
19;Kab. Bangka Selatan;2018;49704808913;149020000000;16050430084;15340411306;12335193405;168919000000;222957000000;14298053262;147347000000;127064;67.13;67.47;11.34;11.35;6.12;6.36;10999;11573;65.02;65.98
20;Kab. Bangka Tengah;2018;39800640726;116768000000;13835987941;8714539934;62272448706;195723000000;208036000000;24238468010;100636000000;205901;70.49;70.78;11.74;11.75;6.79;6.8;12330;12836;68.99;69.52
21;Kab. Bangkalan;2018;128568000000;327323000000;40375686684;21780499973;6272230505;332015000000;603605000000;23604581892;218407000000;986672;69.82;69.94;11.56;11.57;5.14;5.33;7991;8192;62.3;62.87
22;Kab. Banjarnegara;2018;69339351079;296699000000;11134383618;13989921454;14020697242;267181000000;720383000000;15762871108;374901000000;918219;73.79;73.91;11.41;11.42;6.27;6.28;8630;9160;65.86;66.54
23;Kab. Bantaeng;2018;76314567643;197092000000;8814454362;12590739591;7729335065;185117000000;208925000000;4722299202;135598000000;186612;69.9;70.11;11.99;12.01;6.45;6.47;11592;11153;67.27;67.76
24;Kab. Banyuasin;2018;83018551972;260336000000;32566359604;14062844384;3279771300;415444000000;606304000000;15885950162;198819000000;846269;68.36;68.55;11.72;11.73;7.16;7.17;9328;9760;65.85;66.4
25;Kab. Banyumas;2018;134748000000;595272000000;28317185580;53383326678;12127897141;381846000000;1114550000000;33900068711;386702000000;1679124;73.33;73.45;12.63;12.64;7.4;7.41;10713;11240;70.75;71.3
26;Kab. Barito Timur;2018;53347889191;97660811783;13132163408;7121808726;4958455774;241327000000;193354000000;10495471419;83961403642;123557;67.97;68.06;12.8;12.81;9.04;9.05;10808;11000;70.57;70.82
27;Kab. Barito Utara;2018;69778019192;172451000000;17464748453;45926316632;8819690855;221353000000;298207000000;12746189018;214189000000;130019;71.27;71.28;12.38;12.4;8.35;8.59;9067;9357;69.07;69.72
28;Kab. Barru;2018;43064342348;151985000000;8897256205;8510312564;7362652928;181105000000;279923000000;14353703971;201205000000;173623;68.3;68.6;13.55;13.56;7.85;7.86;10911;10622;69.56;70.05
29;Kab. Batang;2018;90315664950;298680000000;9780959448;15804399802;14592199865;282339000000;554227000000;19223489695;111535000000;762377;74.5;74.56;11.87;11.88;6.61;6.62;8805;9203;67.35;67.86
30;Kab. Batanghari;2018;70818020609;141607000000;24880526870;13284666749;0;254943000000;307166000000;28355039262;132851000000;269966;70.12;70.26;12.89;12.9;7.77;7.82;9573;9833;68.92;69.33
31;Kab. Batu Bara;2018;55353437345;104840000000;18179182890;8058352084;2051948725;181372000000;330057000000;19071056921;108917000000;412992;66.1;66.38;12.49;12.52;7.83;7.84;10084;10385;67.2;67.67
32;Kab. Bekasi;2018;250873000000;726245000000;99415002260;176301000000;29026894278;788504000000;1427390000000;72531152997;864947000000;3630907;73.3;73.43;12.63;13.05;8.82;8.84;10790;11155;72.63;73.49
33;Kab. Belitung;2018;58348949453;191095000000;15032151877;16104195266;16746448766;160313000000;222250000000;10804261454;143712000000;209011;70.44;70.64;11.51;11.83;8.11;8.15;12910;13281;70.93;71.7
34;Kab. Belitung Timur;2018;62786493913;141737000000;15828418394;14924696646;10530806928;142626000000;209550000000;16017440590;105612000000;208520;71.37;71.59;11.48;11.49;8;8.14;10894;11302;69.57;70.22
35;Kab. Belu;2018;71402985387;205215000000;15161220617;12696138371;5234383459;176073000000;224517000000;12547162865;99024669812;216783;63.42;63.81;12.24;12.25;7.07;7.08;7251;7403;61.44;61.86
36;Kab. Bener Meriah;2018;51692526558;140444000000;6032747524;23630227261;10967838392;168253000000;167839000000;8574715897;97110950965;145086;68.9;68.99;13.43;13.44;9.55;9.56;10430;10626;71.89;72.14
37;Kab. Bengkalis;2018;194673000000;418275000000;6621311902;33750535822;32829117346;549650000000;827411000000;26618342008;660143000000;566228;70.69;70.85;12.73;12.83;8.89;9.21;11530;11640;72.27;72.94
38;Kab. Bengkayang;2018;63572916366;153129000000;9077753440;1688680815;1536484000;206578000000;279733000000;10042127404;124197000000;251320;73.04;73.28;12;12.01;6.09;6.27;8640;9072;65.99;66.85
39;Kab. Bengkulu Selatan;2018;56532865230;137974000000;16267964582;12185199001;4060325196;174558000000;243915000000;15304587811;71822184140;156930;67.24;67.45;13.58;13.59;8.78;9.01;9202;9592;69.04;69.85
40;Kab. Bengkulu Tengah;2018;41445925331;75370116366;18527225154;4891912176;3860115550;142960000000;168595000000;13216226982;120643000000;113150;67.64;67.82;12.96;12.97;6.9;7.14;8701;9102;65.8;66.65
41;Kab. Bengkulu Utara;2018;76069446182;161833000000;12139672309;8942694611;7004387600;212095000000;292414000000;14876544005;153491000000;304390;67.42;67.42;12.83;12.84;7.83;7.85;9698;10098;67.8;68.36
42;Kab. Biak Numfor;2018;80129137783;211287000000;15804515437;24742179000;13501270904;250202000000;186886000000;16435010595;75678810599;148404;67.87;68;13.93;13.94;9.85;10;9812;9969;71.56;71.96
43;Kab. Bintan;2018;75752843994;135568000000;30088119102;27260072382;20348632803;268096000000;244669000000;24760608200;174538000000;157927;70.12;70.21;12.6;12.75;8.34;8.35;13828;14256;72.91;73.41
44;Kab. Bireuen;2018;79027182002;333163000000;7387560930;0;0;224058000000;432760000000;26245236660;156682000000;461726;70.8;70.92;14.8;14.81;9.16;9.17;8237;8378;71.11;71.37
45;Kab. Blitar;2018;96951984618;295009000000;28985935578;11333455495;16541465231;357679000000;807574000000;21618841044;276414000000;1160677;72.99;73.16;12.42;12.43;7.26;7.27;9329;9828;69.33;69.93
46;Kab. Bogor;2018;394323000000;1258330000000;124078000000;100545000000;23985443897;1364060000000;2393110000000;75718395036;672951000000;5840907;70.7;70.86;12.43;12.44;7.84;7.88;9901;10323;63.13;69.69
47;Kab. Bombana;2018;69951333095;110859000000;10208420635;11730675100;8470153848;162808000000;187012000000;9999479865;121197000000;180035;67.82;70.24;11.81;11.82;7.53;7.54;7908;8019;64.49;65.04
48;Kab. Bone;2018;84252190626;376839000000;26472725349;11024590421;11742592870;656016000000;476624000000;14402601833;176477000000;754894;66.22;66.5;12.43;12.67;6.77;6.97;8954;8686;64.16;65.04
49;Kab. Boven Digoel;2018;110447000000;130132000000;12300752674;1606919000;8293445576;317845000000;103420000000;27619154054;373698000000;67717;58.77;59.16;10.98;10.99;8.08;8.32;8048;8211;60.14;60.83
50;Kab. Boyolali;2018;195526000000;368113000000;25903952723;49102257923;12661693743;268949000000;722308000000;16971361976;199958000000;979799;75.72;75.79;12.15;12.16;7.44;7.55;12262;12758;72.64;73.22
51;Kab. Brebes;2018;119442000000;464796000000;18610949048;22263716821;10075946544;343837000000;938858000000;24837555067;338876000000;1802829;68.61;68.84;11.69;12.02;6.18;6.19;9554;9890;64.86;65.68
52;Kab. Bulukumba;2018;61411782022;254619000000;14461339906;14983925816;12720121083;172992000000;466789000000;24013724475;209287000000;418326;66.96;67.27;12.65;12.79;7.16;7.34;10480;10331;67.08;67.7
53;Kab. Bulungan;2018;82280559262;165561000000;19132412242;15874601354;7852177121;267182000000;266906000000;19109603033;176708000000;132414;72.51;72.55;12.96;12.98;8.75;8.92;9094;9310;70.74;71.23
54;Kab. Bungo;2018;69156671159;224366000000;22289649611;13291949323;2746818713;202460000000;338030000000;11211675247;200143000000;367182;67.27;67.42;12.59;12.6;8.08;8.09;11016;11352;69.04;69.42
55;Kab. Buru Selatan;2018;43709866177;159517000000;10979387518;4222143774;5598659766;196023000000;111123000000;9303248627;113488000000;62271;65.74;65.92;12.22;12.28;6.96;7.13;7175;7337;62.75;63.62
56;Kab. Ciamis;2018;114944000000;399561000000;22261349311;0;16946918860;348560000000;976995000000;15398618281;301318000000;1188629;71.07;71.32;13.66;13.67;7.59;7.6;8658;9190;68.87;69.63
57;Kab. Cianjur;2018;125632000000;741608000000;24964221504;87230461665;16335269266;317497000000;1391590000000;20855301315;638766000000;2260620;69.49;69.7;11.89;11.9;6.92;6.93;7300;7874;63.7;64.62
58;Kab. Cilacap;2018;159641000000;494012000000;22842993156;48357394910;4848787843;825362000000;1077370000000;26255535307;326735000000;1719504;73.24;73.39;12.3;12.48;6.91;6.92;9896;10274;68.9;69.56
59;Kab. Dairi;2018;49092767612;163371000000;13432383780;9099059414;12716117227;173747000000;339673000000;16323486642;154912000000;283203;68.13;68.41;13.06;13.07;8.9;9.15;10395;10492;70.36;70.89
60;Kab. Deiyai;2018;80153846198;86968641749;26437414015;9526117753;8174688990;348762000000;93092470630;23840031313;66628529195;72486;64.63;64.83;9.78;9.79;2.98;2.99;4597;4761;49.07;49.55
61;Kab. Deli Serdang;2018;137384000000;434821000000;52915433533;52272299759;7945256498;491973000000;1153830000000;24714010159;601795000000;2155625;71.11;71.31;12.9;13.32;9.7;9.92;11891;12132;73.94;74.92
62;Kab. Demak;2018;140934000000;302635000000;21134819190;23186348829;5968458608;215262000000;643212000000;18818007127;331239000000;1151796;75.27;75.29;12.54;12.86;7.47;7.48;9544;10001;70.41;71.26
63;Kab. Empat Lawang;2018;50194741046;89370672651;11833939506;8811115669;7070223868;239219000000;189431000000;12530039300;207854000000;247544;64.32;64.56;12.03;12.04;7.37;7.38;9010;9450;64.21;64.81
64;Kab. Ende;2018;60822004517;158763000000;15562103429;4748480357;3894418921;223975000000;285030000000;6724278815;105312000000;272988;64.48;64.75;13.75;13.76;7.63;7.79;8841;8995;66.11;66.62
65;Kab. Enrekang;2018;67135966790;160101000000;0;139036000000;0;173139000000;300526000000;11274551617;0;204827;70.38;70.55;13.66;13.68;8.43;8.68;10800;10683;71.44;72.15
66;Kab. Fak Fak;2018;113125000000;134474000000;13777076504;7032073740;10524175083;259936000000;182923000000;22772549877;221474000000;77381;67.95;68.12;13.76;13.85;8.27;8.51;7057;7357;66.09;66.99
67;Kab. Gayo Lues;2018;58022605014;121241000000;9408311452;9167703801;8034495266;229965000000;135850000000;15368814691;136197000000;92602;64.98;65.12;13.28;13.49;7.39;7.69;8322;8529;65.01;65.88
68;Kab. Gorontalo Utara;2018;57081123088;90704445797;9142477330;5143840568;6380598301;174759000000;144967000000;15354796893;76311074542;114036;65.12;65.36;12.4;12.43;6.68;6.72;8480;8780;63.52;64.06
69;Kab. Gowa;2018;68199992301;303042000000;12310250702;13916176015;7068300512;267020000000;578247000000;24121724680;340141000000;760607;69.95;70.11;13.04;13.29;7.74;7.75;9369;9179;68.33;68.87
70;Kab. Grobogan;2018;109168000000;424637000000;17162994747;23797373355;4643932000;303416000000;776384000000;28978386653;280546000000;1371610;74.46;74.55;12.27;12.28;6.66;6.67;9716;10097;68.87;69.32
71;Kab. Halmahera Barat;2018;74734218902;165280000000;0;18341059211;10747237263;242281000000;113960000000;20165982088;127247000000;116513;65.55;65.78;13.06;13.07;7.87;7.88;7266;7418;64.19;64.54
72;Kab. Halmahera Tengah;2018;49172181800;86658156086;5733833405;5852795681;5656158324;192816000000;109889000000;8668009150;120058000000;54190;62.8;63.16;12.92;12.93;8.37;8.65;7688;7885;63.89;64.66
73;Kab. Halmahera Timur;2018;63825763058;87315822972;4648294699;17302811968;5303581030;207486000000;93048055522;13757452101;184169000000;92618;67.85;68.19;12.72;12.73;7.89;7.97;7841;7969;65.77;66.2
74;Kab. Hulu Sungai Selatan;2018;53811215755;273867000000;16317412747;24276407630;5310039861;199766000000;284728000000;22267519818;197806000000;235217;65.39;65.59;12.05;12.07;7.71;7.72;11890;12535;67.8;68.41
75;Kab. Hulu Sungai Tengah;2018;57132279355;193244000000;7222702910;19281767217;238451875;146419000000;317191000000;9557199691;113395000000;269384;65.3;65.54;12.17;12.18;7.79;7.8;11635;12138;67.78;68.32
76;Kab. Hulu Sungai Utara;2018;56059499992;209096000000;11456050038;7157944899;432128400;178817000000;294133000000;14386430836;158400000000;234604;62.94;63.24;12.82;12.83;7.19;7.36;9100;9567;64.21;65.06
77;Kab. Humbang Hasundutan;2018;60702268211;133543000000;9294006684;7082763183;6295660509;135294000000;276322000000;8754214039;121433000000;188480;68.41;68.69;13.24;13.25;9.1;9.28;7412;7630;67.3;67.96
78;Kab. Indragiri Hulu;2018;76515961515;200547000000;26013784745;4754323303;0;250691000000;423461000000;22693099399;79754019466;433934;69.83;69.97;12.29;12.32;7.89;8.16;10223;10481;68.97;69.66
79;Kab. Jayapura;2018;94908499455;165865000000;7198938249;15471843205;15522019597;421354000000;198305000000;19178267419;112573000000;128587;66.47;66.66;14.16;14.17;9.54;9.6;10055;10160;70.97;71.25
80;Kab. Jember;2018;163196000000;703252000000;16346919177;31323006448;10885231019;484048000000;1179180000000;32470448259;384641000000;2450668;68.54;68.74;12.37;12.79;6.06;6.07;8306;8698;64.96;65.96
81;Kab. Jepara;2018;84642310356;280814000000;5300418068;12524466857;43161219262;960083000000;189178000000;40592148494;337345000000;1240600;75.68;75.71;12.7;12.71;7.33;7.43;9745;10169;70.79;71.38
82;Kab. Jombang;2018;115042000000;452645000000;16948463738;22091162042;8278694949;348944000000;755449000000;25514309576;193774000000;1263814;71.87;72.04;12.41;12.7;8.06;8.21;10121;10560;70.88;71.86
83;Kab. Kaimana;2018;74987136377;122252000000;19833853708;30235314680;6276762004;314370000000;150721000000;12106602529;128255000000;58404;63.99;64.25;11.59;11.76;7.9;8.09;7752;8071;62.74;63.67
84;Kab. Kampar;2018;116292000000;287144000000;18469769126;33544854223;9091618670;322210000000;824766000000;18173830513;206443000000;851837;70.16;70.35;13.2;13.21;9.09;9.1;10912;11128;72.19;72.5
85;Kab. Kapuas;2018;77090425948;202607000000;13261024472;13330286509;4417274459;231918000000;486953000000;19837878429;417331000000;356382;68.59;68.64;12.25;12.54;7.5;7.51;10421;10738;68.04;68.68
86;Kab. Kapuas Hulu;2018;123843000000;243640000000;12825205523;0;0;303849000000;395911000000;24606229478;285656000000;258984;71.95;72.12;11.85;12.03;7.02;7.25;6883;7074;64.18;65.03
87;Kab. Karanganyar;2018;94796236558;285722000000;35390460912;36305950559;11057235324;337070000000;750484000000;23386168561;169501000000;879078;77.31;77.36;13.65;13.66;8.5;8.51;10933;11223;75.22;75.54
88;Kab. Karimun;2018;83555928094;202936000000;22152284265;27210137687;13685460079;367334000000;332423000000;28007299672;277997000000;231145;70.32;70.52;12.15;12.16;7.8;7.81;11713;11945;70.26;70.56
89;Kab. Katingan;2018;50716076356;120822000000;18514469283;10432413119;1096150800;219155000000;282960000000;25910952351;313747000000;167706;65.53;65.62;12.2;12.21;8.64;8.65;10029;10327;67.56;67.91
90;Kab. Kaur;2018;53530490318;96031088731;12530064809;8402244955;5802826348;167545000000;139865000000;12588925049;86599498819;119950;65.92;66.15;12.95;12.96;7.96;8.24;7914;8284;65.28;66.2
91;Kab. Kayong Utara;2018;44893446932;83819572528;13248095868;8782065361;5450952877;147456000000;178311000000;10123617981;149829000000;110899;67.46;67.71;11.78;11.79;5.85;5.86;7434;7552;61.52;61.82
92;Kab. Kebumen;2018;149444000000;408175000000;20907119435;25924099910;19572015643;282118000000;953585000000;24662205312;261460000000;1195092;72.98;73.11;12.9;12.91;7.29;7.34;8446;8757;68.29;68.8
93;Kab. Kediri;2018;101723000000;393611000000;14386177992;37261690459;16971481488;404807000000;892214000000;23759084250;402187000000;1574272;72.25;72.37;12.85;12.86;7.65;7.68;9799;10326;70.47;71.07
94;Kab. Keerom;2018;98761840178;128785000000;5130940463;8685241032;6756509783;330142000000;152486000000;21855350989;267318000000;55799;66.18;66.35;11.89;12.14;7.57;7.83;8824;8918;64.99;65.75
95;Kab. Kendal;2018;135929000000;375673000000;22926041747;14280457118;5938508423;282814000000;734485000000;20492865378;213615000000;964106;74.24;74.3;12.69;12.7;6.85;7.05;10863;11257;70.62;71.28
96;Kab. Siau Tagulandang Biaro;2018;42024264628;108489000000;9823388723;7012141815;5214882252;152921000000;105627000000;13621864318;73325311316;66225;69.85;70.14;11.32;11.51;8.56;8.57;7812;8097;66.03;66.75
97;Kab. Kepahiang;2018;41686817439;105015000000;6935450255;6675023280;13508450731;142676000000;149901000000;8590875030;78105111342;136100;67.12;67.39;12.67;12.68;7.84;7.92;8866;9135;66.6;67.14
98;Kab. Kepulauan Anambas;2018;78383419989;109281000000;28725388681;4929893900;12944638538;231738000000;172734000000;12271994227;180394000000;41927;66.76;66.91;12.14;12.32;6.69;6.7;11654;11894;67.06;67.53
99;Kab. Kepulauan Selayar;2018;90561105467;176167000000;35850370649;20340799696;13992707642;211148000000;158357000000;23402231911;162162000000;134280;67.82;68.03;12.45;12.46;7.18;7.4;9028;8666;65.39;66.04
100;Kab. Kepulauan Talaud;2018;67073870490;116001000000;6623316717;4783662606;9675941174;196200000000;182672000000;15367350240;62043443720;91599;69.48;69.71;12.14;12.2;8.93;9;8268;8525;67.74;68.32
101;Kab. Kerinci;2018;72299760046;100643000000;14797381164;8010515752;11115255365;305060000000;208836000000;36435030803;135371000000;237791;69.52;69.65;13.84;13.85;8.19;8.2;9501;9951;70.03;70.59
102;Kab. Klungkung;2018;111890000000;245430000000;15506284514;25382129407;25550045707;230443000000;291657000000;20614008847;65611061805;178300;70.45;70.7;12.94;12.95;7.46;7.75;11005;11318;70.13;70.9
103;Kab. Kolaka;2018;72244710377;246179000000;17461472319;15157422713;6131619823;258405000000;240019000000;14936454928;113172000000;256827;70.05;69.76;12.38;12.39;8.31;8.57;12243;12384;71.46;72.07
104;Kab. Kolaka Timur;2018;42249932822;66966799659;5419092309;5414028542;2609030891;119178000000;147511000000;11824893332;107063000000;130860;71.66;68.95;11.58;11.89;6.9;7.18;7499;7606;64.55;65.53
105;Kab. Kolaka Utara;2018;87610617705;117429000000;6949519802;10690302544;8368629836;166154000000;148364000000;11602032039;65327108730;147863;69.74;69.85;11.93;12.09;7.5;7.67;9941;10133;67.77;68.44
106;Kab. Konawe;2018;83607263005;231518000000;6687946125;12043817142;2261162500;308081000000;300912000000;10170011531;59561779452;249010;69.52;69.97;12.97;12.98;8.77;8.94;9857;10004;70.24;70.72
107;Kab. Konawe Selatan;2018;97700444804;182648000000;11869119879;5927243284;5236509054;277091000000;326018000000;32031814650;228668000000;309298;69.98;70.38;12.22;12.23;7.72;7.73;8798;8914;67.23;67.51
108;Kab. Kotabaru;2018;95435784232;214726000000;27320096579;13736617194;34709067704;395733000000;341037000000;19556761121;154068000000;336719;68.72;68.89;11.82;11.83;7.18;7.19;11065;11579;67.79;68.32
109;Kab. Kotawaringin Barat;2018;103907000000;247380000000;38109369256;18499767977;12527583553;191411000000;266758000000;19862590484;249949000000;304082;70.34;70.43;12.69;12.7;8.35;8.36;12420;12788;72.11;72.46
110;Kab. Kotawaringin Timur;2018;101430000000;339905000000;42070621577;33481213625;17046787767;292196000000;420128000000;23293020320;152329000000;456409;69.7;69.75;12.59;12.68;7.89;7.9;11249;11556;70.17;70.56
111;Kab. Kubu Raya;2018;70337020673;167379000000;11864346365;29687021913;2059016890;230465000000;455183000000;18061925219;350325000000;570914;69.8;70.04;13.21;13.59;6.58;6.81;8430;8532;66.31;67.23
112;Kab. Kudus;2018;177199000000;392027000000;22680621013;12034254147;23258235968;268837000000;626703000000;25439678954;170928000000;861430;76.44;76.47;13.2;13.21;8.31;8.62;10639;10979;73.84;74.58
113;Kab. Kupang;2018;59642929220;198716000000;6611762764;4955278826;3086166194;274742000000;340189000000;8970029436;118864000000;387479;63.49;63.86;13.49;13.83;7.1;7.11;7301;7472;62.79;63.55
114;Kab. Labuhan batu;2018;54839854468;265411000000;25827968154;15916584208;801321845;225854000000;308732000000;17525892591;99817612836;486480;69.44;69.6;12.59;12.6;9.01;9.04;10760;11053;71;71.39
115;Kab. Labuhanbatu Selatan;2018;47900256332;141923000000;11312825437;11646690183;5926985572;155467000000;232874000000;10735565952;149157000000;332922;68.14;68.39;12.95;12.97;8.7;8.71;10892;11280;70.48;70.98
116;Kab. Labuhan batu Utara;2018;52243994711;164152000000;15086125825;7771409594;805291000;149278000000;268485000000;15585292149;178909000000;360926;68.91;69.09;12.79;12.8;8.34;8.35;11510;11730;70.79;71.08
117;Kab. Lahat;2018;81387244128;206905000000;8414347085;9653118616;6315934407;402707000000;432524000000;14204163499;253541000000;405605;65.25;65.5;12.31;12.32;8.43;8.44;9157;9600;66.38;66.99
118;Kab. Lamandau;2018;47271239735;88664500940;39612813440;6251541770;10076145641;215424000000;177054000000;15821137940;116654000000;80512;69.28;69.31;12.45;12.46;7.94;7.95;10455;10996;69.17;69.7
119;Kab. Lamongan;2018;134735000000;508820000000;25263752385;13421065610;8689897272;452604000000;771882000000;20688348120;358885000000;1189106;71.87;72.04;13.44;13.45;7.54;7.83;10220;10664;71.11;71.97
120;Kab. Lampung Barat;2018;49428135438;162036000000;17522680085;18125426878;12902217139;210211000000;277789000000;6413736280;185918000000;300703;66.86;67.09;12.18;12.19;7.33;7.6;9517;9741;66.06;66.74
121;Kab. Lampung Selatan;2018;70128050329;270274000000;20287725414;4445103535;9332661978;621648000000;618539000000;15605492962;343243000000;1002285;68.65;68.87;12.05;12.17;7.66;7.67;9310;9781;66.95;67.68
122;Kab. Lampung Tengah;2018;83567731120;196689000000;27392035379;21923546773;5316186551;339717000000;885643000000;19184907568;402546000000;1271566;69.28;69.46;12.6;12.9;7.38;7.51;10820;11052;68.95;69.73
123;Kab. Lampung Timur;2018;136368000000;177072000000;20205421743;9746148913;20850097154;294031000000;723979000000;30774381040;229438000000;1036193;70.11;70.31;12.44;12.83;7.56;7.57;9453;9908;68.05;69.04
124;Kab. Landak;2018;100902000000;204392000000;8497661827;17107221906;1860045117;189616000000;371241000000;18569951010;171621000000;372609;72.12;72.34;12.36;12.37;7.08;7.09;6931;7183;64.93;65.45
125;Kab. Langkat;2018;56290272368;300891000000;15944341015;27973197892;4380263601;342888000000;799289000000;22802229931;336122000000;1035411;67.94;68.22;12.72;12.75;8.51;8.52;10784;11088;69.82;70.27
126;Kab. Lebak;2018;102152000000;368794000000;13226059248;17563000723;12607620991;349275000000;901541000000;16203600796;301280000000;1295810;66.59;66.79;11.92;11.93;6.2;6.21;8372;8634;62.95;63.37
127;Kab. Lebong;2018;49095193194;80738012293;13966451623;10164870918;7117568067;159581000000;127615000000;9466978473;103800000000;114790;62.46;62.73;12.28;12.3;7.87;7.89;10810;11071;65.87;66.28
128;Kab. Lingga;2018;69162828175;103281000000;15055589122;9329972901;15762266616;170805000000;183688000000;13531174654;95507789233;89501;61.14;61.44;12.42;12.43;5.97;6.27;11421;11499;63.45;64.06
129;Kab. Luwu;2018;93096291270;205157000000;20351326251;15648871446;6468490091;237435000000;361601000000;20989025472;131813000000;359209;69.6;69.84;13.28;13.3;7.89;7.97;10085;9705;69.02;69.6
130;Kab. Luwu Utara;2018;71109144573;248614000000;15975083725;10808652472;6572152802;208156000000;296770000000;21338721461;195944000000;310470;67.61;67.9;12.38;12.39;7.52;7.53;11583;11429;68.35;68.79
131;Kab. Madiun;2018;77543727004;263775000000;13027020785;18940746182;7338406600;272830000000;559818000000;24390416109;207206000000;682684;70.77;70.97;13.11;13.12;7.3;7.57;10673;11012;70.27;71.01
132;Kab. Magelang;2018;178009000000;391432000000;17460607116;26573992215;21540251769;306029000000;751598000000;24795658599;239674000000;1279625;73.39;73.47;12.47;12.48;7.41;7.57;8627;9025;68.39;69.11
133;Kab. Magetan;2018;94486246018;259561000000;17413766241;13109497168;14862240632;260241000000;611786000000;12133489077;172815000000;628977;72.16;72.3;13.71;13.72;7.94;7.95;11037;11288;72.6;72.91
134;Kab. Mahakam Ulu;2018;102619000000;104566000000;20497485339;10781272857;18345121011;358813000000;116743000000;21854967687;335639000000;26347;71.25;71.56;12.47;12.48;7.68;7.69;7364;7653;66.09;66.67
135;Kab. Majalengka;2018;522115000000;379453000000;7713344263;6519999174;4313184315;965853000000;427150000000;19924414394;458893000000;1199300;69.39;69.68;12.18;12.19;6.9;6.91;8833;9416;65.92;66.72
