No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
360;Kab. Bandung;2019;3,19776E+11;9,29251E+11;1,09253E+11;1,50019E+11;28700038524;6,96885E+11;2,0135E+12;71074926438;8,34559E+11;3775279;73,26;73,4;12,64;12,68;8,58;8,79;10203;10502;71,75;72,41
361;Kab. Bandung Barat;2019;1,86897E+11;3,17841E+11;42010471711;31028707613;17320162863;5,00544E+11;1,02347E+12;61696449190;2,83942E+11;1699896;72,03;72,18;11,83;11,86;7,97;8,18;8329;8684;67,46;68,27
362;Kab. Banggai Kepulauan;2019;51654573134;1,45405E+11;12049139535;12607653159;7046088710;1,76368E+11;2,01458E+11;8779675187;1,26529E+11;376810;65,12;65,71;12,95;12,96;8,14;8,19;7545;7650;64,68;65,13
363;Kab. Banggai Laut;2019;51605134780;89605745996;10124349111;8811246680;11028392528;1,97922E+11;1,1105E+11;6311600091;1,77757E+11;128320;64,21;64,79;12,57;12,64;8,44;8,51;7810;7927;64,8;65,27
364;Kab. Bangka;2019;61805029825;2,07648E+11;16434537431;19562983861;5298655250;2,86247E+11;3,36048E+11;23263749873;1,50014E+11;189824;70,73;70,99;12,68;12,76;8,2;8,23;12043;12480;71,8;72,39
365;Kab. Bangka Barat;2019;38075929274;1,36589E+11;11017882754;10597275760;10834112107;1,67438E+11;2,5337E+11;13046998333;1,3751E+11;196196;69,73;69,99;11,51;11,52;7,18;7,21;12011;12275;68,68;69,05
366;Kab. Bangka Selatan;2019;61159265547;1,45502E+11;20291372921;5875170846;16336482858;1,62832E+11;2,2688E+11;13402432117;1,62635E+11;129572;67,47;67,9;11,35;11,36;6,36;6,42;11573;11910;65,98;66,54
367;Kab. Bangka Tengah;2019;55235590180;1,24531E+11;16872621013;10847370074;25515290809;2,13228E+11;2,29545E+11;24672322935;89543766364;209973;70,78;71,16;11,75;11,76;6,8;7,13;12836;13070;69,52;70,33
368;Kab. Bangkalan;2019;1,69264E+11;4,06463E+11;26947042155;25160471028;8649071724;3,19723E+11;6,36142E+11;29064097598;2,58918E+11;978892;69,94;70,11;11,57;11,58;5,33;5,66;8192;8393;62,87;63,79
369;Kab. Banjarnegara;2019;66430849637;3,31248E+11;12466417214;2749135230;16482640476;2,76481E+11;7,32548E+11;18396415993;2,76013E+11;923192;73,91;74,01;11,42;11,45;6,28;6,5;9160;9547;66,54;67,34
370;Kab. Bantaeng;2019;91291041595;2,58421E+11;11632243096;13375397466;7431198375;1,76666E+11;2,69805E+11;7556755274;92062080435;187626;70,11;70,42;12,01;12,03;6,47;6,48;11153;10751;67,76;68,3
372;Kab. Banyumas;2019;1,14978E+11;6,38835E+11;19200888471;1,16755E+11;11750061260;4,37326E+11;1,13675E+12;22233457966;3,02481E+11;1693006;73,45;73,55;12,64;12,82;7,41;7,42;11240;11703;71,3;71,96
373;Kab. Barito Timur;2019;71081000891;1,07366E+11;13905322360;8371684421;6397659532;1,97216E+11;2,16102E+11;11258099963;92204020717;126874;68,06;68,14;12,81;12,82;9,05;9,2;11000;11333;70,82;71,34
374;Kab. Barito Utara;2019;73834331704;2,03368E+11;17727712031;39201528798;10813844928;1,98966E+11;3,12911E+11;11576522831;2,01816E+11;130713;71,28;71,29;12,4;12,48;8,59;8,6;9357;10010;69,72;70,52
375;Kab. Barru;2019;37399726267;1,69479E+11;11468910166;13836446156;7834832170;1,89431E+11;2,863E+11;18575133100;1,52039E+11;174323;68,6;68,91;13,56;13,57;7,86;7,96;10622;10285;70,05;70,6
376;Kab. Batang;2019;69812397081;2,97205E+11;9319184974;368885434;13876579790;3,18882E+11;5,60615E+11;23311445016;1,37644E+11;768583;74,56;74,59;11,88;12;6,62;6,63;9203;9573;67,86;68,42
377;Kab. Batanghari;2019;77562075665;1,57667E+11;28303603864;12754327484;0;3,14822E+11;3,37089E+11;27754721557;1,90171E+11;274015,49;70,26;70,44;12,9;12,91;7,82;7,85;9833;10038;69,33;69,67
378;Kab. Batu Bara;2019;71349451806;1,19266E+11;25471689089;12609716011;4334231917;2,54395E+11;3,28972E+11;26493985400;1,68437E+11;416493;66,38;66,75;12,52;12,62;7,84;8,02;10385;10575;67,67;68,35
379;Kab. Bekasi;2019;2,45335E+11;7,9685E+11;99384864066;2,30399E+11;31873680587;7,6115E+11;1,53314E+12;80337479953;1,08075E+12;3763886;73,43;73,56;13,05;13,08;8,84;8,84;11155;11610;73,49;73,99
380;Kab. Belitung;2019;75362666457;2,28927E+11;19056706939;22239199365;24741276986;1,81761E+11;2,56774E+11;14723282735;1,59689E+11;213163;70,64;70,94;11,83;11,84;8,15;8,41;13281;13662;71,7;72,46
381;Kab. Belitung Timur;2019;61726065284;1,57135E+11;19493324558;13148467366;15969988495;1,613E+11;2,31279E+11;17440590779;82258467428;212727;71,59;71,9;11,49;11,51;8,14;8,15;11302;11831;70,22;70,84
382;Kab. Belu;2019;66756467360;1,92842E+11;14152673538;11558113996;20724608362;1,85431E+11;2,37698E+11;12342153456;1,11722E+11;220115;63,81;64,35;12,25;12,26;7,08;7,11;7403;7677;61,86;62,54
383;Kab. Bener Meriah;2019;80825023340;1,73871E+11;8143373096;13988154950;10364498928;1,65799E+11;2,05843E+11;8023502811;1,34149E+11;148175;68,99;69,19;13,44;13,45;9,56;9,78;10626;11124;72,14;72,97
384;Kab. Bengkalis;2019;2,24992E+11;4,44481E+11;7804361574;44720682515;32006144898;7,11145E+11;9,40652E+11;32792821782;8,6156E+11;573003;70,85;71,11;12,83;12,86;9,21;9,41;11640;11753;72,94;73,44
385;Kab. Bengkayang;2019;52603901554;2,03586E+11;8717980364;1019217116;4545426777;1,78618E+11;3,01143E+11;9218163561;68945521005;255261;73,28;73,67;12,01;12,08;6,27;6,53;9072;9182;66,85;67,57
386;Kab. Bengkulu Selatan;2019;54859226324;2,03158E+11;15045404779;11511169604;6393210270;1,80551E+11;2,67131E+11;15834038264;88969501412;158400;67,45;67,79;13,59;13,6;9,01;9,02;9592;9813;69,85;70,27
387;Kab. Bengkulu Tengah;2019;48298181861;90645272209;19488651144;5237081671;13226449277;1,5017E+11;1,88472E+11;13174821567;1,17649E+11;114700;67,82;68,12;12,97;13,02;7,14;7,22;9102;9435;66,65;67,3
388;Kab. Bengkulu Utara;2019;80471858109;1,78708E+11;11675903263;9077433791;6929598613;2,263E+11;3,24308E+11;12897651719;1,5473E+11;310000;67,42;68,04;12,84;12,86;7,85;7,86;10098;10336;68,36;68,8
389;Kab. Biak Numfor;2019;53627760729;3,02001E+11;11463600206;21729916307;11526528845;3,24382E+11;1,95948E+11;19613144887;65862604531;152401;68;68,2;13,94;13,95;10;10,22;9969;10211;71,96;72,57
390;Kab. Bintan;2019;80458422287;1,70681E+11;35154392258;9349524640;17822017543;3,29043E+11;2,79424E+11;28754579636;2,52959E+11;159403;70,21;70,3;12,75;12,95;8,35;8,36;14256;14730;73,41;73,98
391;Kab. Bireuen;2019;98648143661;3,37445E+11;8880471045;0;0;2,42659E+11;4,47542E+11;18324678942;2,30277E+11;471635;70,92;71,16;14,81;14,82;9,17;9,27;8378;8889;71,37;72,27
392;Kab. Blitar;2019;1,28884E+11;4,49262E+11;30822913559;26843727313;16388053543;3,82978E+11;8,26035E+11;25951905209;2,48295E+11;1157500;73,16;73,39;12,43;12,44;7,27;7,29;9828;10327;69,93;70,57
393;Kab. Bogor;2019;4,09476E+11;1,45677E+12;72314380005;1,35291E+11;29235017143;1,16241E+12;2,41509E+12;1,15622E+11;9,56541E+11;5965410;70,86;71,01;12,44;12,47;7,88;8,29;10323;10683;69,69;70,65
394;Kab. Bombana;2019;87000379029;1,60082E+11;11283563713;8602500447;5243672409;1,92274E+11;1,89881E+11;12050857573;1,05737E+11;184570;70,24;68,54;11,82;11,83;7,54;7,74;819;8344;65,04;65,65
395;Kab. Bone;2019;81711166714;4,33609E+11;22666698447;12940444338;4730536428;6,19247E+11;5,33555E+11;15733809060;1,79015E+11;758589;66,5;66,88;12,67;12,8;6,97;6,98;8686;8470;65,04;65,67
396;Kab. Boven Digoel;2019;92793856251;1,83721E+11;19770054690;1958099728;8313875400;3,19529E+11;1,30432E+11;29243849030;3,82284E+11;69211;59,16;59,64;10,99;11,06;8,32;8,55;8211;8300;60,83;61,51
398;Kab. Brebes;2019;1,25477E+11;4,73876E+11;23913666603;30485855876;15652764425;3,72314E+11;1,01781E+12;29876458333;3,8185E+11;1809096;68,84;69,04;12,02;12,03;6,19;6,2;9890;10238;65,68;66,12
399;Kab. Bulukumba;2019;77420620042;2,90498E+11;11973865893;16647667003;15435596821;1,7959E+11;4,54805E+11;25604223414;1,98145E+11;420603;67,27;67,69;12,79;12,91;7,34;7,43;10331;10217;67,7;68,28
400;Kab. Bulungan;2019;86792324880;2,04985E+11;20873949375;16535497528;8908261876;2,61148E+11;3,0203E+11;20000797836;1,97129E+11;133166;72,55;72,6;12,98;12,99;8,92;8,93;9310;9648;71,23;71,66
401;Kab. Bungo;2019;76388863285;2,57992E+11;21884185625;14338740961;4435715696;2,09783E+11;3,30054E+11;11463979526;2,30633E+11;372689,73;67,42;67,61;12,6;12,61;8,09;8,15;11352;11662;69,42;69,86
402;Kab. Buru Selatan;2019;51373190927;87340419004;13549032025;10054625954;7452698138;1,83652E+11;1,14616E+11;9873120069;97791424638;63328;65,92;66,13;12,28;12,68;7,13;7,7;7337;7627;63,62;64,42
403;Kab. Ciamis;2019;1,23965E+11;4,10619E+11;29330267557;0;19255185137;3,28562E+11;1,00378E+12;15905497300;3,43771E+11;1195176;71,32;71,57;13,67;13,79;7,6;7,69;9190;9557;69,63;70,39
404;Kab. Cianjur;2019;1,17741E+11;7,89961E+11;33361592934;51331754803;15136221105;3,69267E+11;1,28557E+12;25318532358;5,91979E+11;2263072;69,7;69,91;11,9;11,98;6,93;6,97;7874;8290;64,62;65,38
405;Kab. Cilacap;2019;1,53221E+11;5,78655E+11;30727750249;28665021083;3839553843;4,31255E+11;1,09503E+12;23839935618;4,3451E+11;1727098;73,39;73,52;12,48;12,49;6,92;6,93;10274;10639;69,56;69,98
407;Kab. Deiyai;2019;55892530066;65037770819;11343258763;4591735752;7049018899;3,85646E+11;84519719453;23462213992;84087092598;73199;64,83;65,11;9,79;9,8;2,99;3;4761;4958;49,55;50,11
408;Kab. Deli Serdang;2019;1,48194E+11;4,76702E+11;57980781625;67332345383;9742427985;5,01028E+11;1,16208E+12;27070718955;6,35975E+11;2195709;71,31;71,61;13,32;13,34;9,92;10,08;12132;12317;74,92;75,43
409;Kab. Demak;2019;1,1872E+11;4,07234E+11;22120831291;21939351355;6909850146;2,78299E+11;6,55767E+11;17745239573;3,70754E+11;1162805;75,29;75,31;12,86;13,01;7,48;7,55;10001;10344;71,26;71,87
410;Kab. Empat Lawang;2019;55310565697;1,07227E+11;17387963869;9129620051;7229889009;2,46855E+11;2,13513E+11;14087714956;1,89463E+11;250465;64,56;64,81;12,04;12,05;7,38;7,39;9450;9594;64,81;65,1
411;Kab. Ende;2019;83356440232;2,12873E+11;15177158557;12111290856;3201026423;2,15431E+11;2,98564E+11;8515213899;1,11519E+11;273929;64,75;65,17;13,76;13,77;7,79;7,8;8995;9315;66,62;67,2
412;Kab. Enrekang;2019;62349806471;1,82684E+11;0;1,16679E+11;0;1,64317E+11;3,38308E+11;12493290367;0;206387;70,55;70,83;13,68;13,69;8,68;8,89;10683;10359;72,15;72,66
413;Kab. Fak Fak;2019;1,66735E+11;1,52191E+11;20709972035;10423136330;10781185340;3,45631E+11;2,13921E+11;27227609339;1,51822E+11;78686;68,12;68,47;13,85;14,37;8,51;8,84;7357;7599;66,99;67,87
414;Kab. Gayo Lues;2019;92601765098;1,26436E+11;13961429016;15777982845;9842128049;2,57291E+11;1,60196E+11;18712543847;1,42244E+11;94100;65,12;65,38;13,49;13,73;7,69;7,91;8529;8845;65,88;66,87
415;Kab. Gorontalo Utara;2019;68242566127;1,1981E+11;9956698499;4749478644;4511528692;1,57001E+11;1,61115E+11;17484594006;74436126924;115072;65,36;65,79;12,43;12,44;6,72;6,74;8780;8982;64,06;64,52
416;Kab. Gowa;2019;62034644614;3,13135E+11;11442017831;14650751613;6312528078;2,80454E+11;5,89508E+11;20867051364;3,25924E+11;772684;70,11;70,37;13,29;13,48;7,75;7,97;9179;9009;68,87;69,66
417;Kab. Grobogan;2019;1,2906E+11;4,45947E+11;24116609525;43658201289;6697231068;4,02253E+11;8,13959E+11;26650273221;2,38778E+11;1377788;74,55;74,61;12,28;12,29;6,67;6,86;10097;10350;69,32;69,86
418;Kab. Halmahera Barat;2019;64684644413;1,56093E+11;0;19616418266;11907617792;2,31141E+11;1,22815E+11;21209104524;1,25764E+11;118287;65,78;66,13;13,07;13,08;7,88;8,12;7418;7660;64,54;65,34
419;Kab. Halmahera Tengah;2019;74538468532;1,05224E+11;5348470764;5923831264;9792330867;1,93793E+11;1,29828E+11;7681155756;1,50067E+11;55728;63,16;63,65;12,93;12,94;8,65;8,79;7885;8258;64,66;65,55
420;Kab. Halmahera Timur;2019;63560010668;1,14498E+11;3502327694;27011542714;8228004738;2,12429E+11;91126547727;11846502371;2,0656E+11;95005;68,19;68,64;12,73;12,74;7,97;8,06;7969;8127;66,2;66,74
421;Kab. Hulu Sungai Selatan;2019;58296622735;3,46018E+11;15681137926;6602661581;7327351555;2,06569E+11;3,11408E+11;23402753305;2,30882E+11;237702;65,59;65,82;12,07;12,1;7,72;7,74;12535;12835;68,41;68,8
422;Kab. Hulu Sungai Tengah;2019;59286764760;2,1592E+11;9243114034;22016907948;1039608150;1,89176E+11;3,49828E+11;13449775465;1,63018E+11;272419;65,54;65,82;12,18;12,19;7,8;7,99;12138;12257;68,32;68,8
423;Kab. Hulu Sungai Utara;2019;58754239498;2,49908E+11;14283159231;6457203292;517495770;1,94853E+11;3,17649E+11;14839175075;1,55192E+11;237573;63,24;63,58;12,83;12,88;7,36;7,37;9567;9772;65,06;65,49
424;Kab. Humbang Hasundutan;2019;62817087145;1,37474E+11;16389445897;9456311614;8255593525;1,42007E+11;2,9702E+11;9524043475;1,28747E+11;190186;68,69;69,06;13,25;13,27;9,28;9,53;7630;7902;67,96;68,83
426;Kab. Jayapura;2019;1,01104E+11;1,61358E+11;8385606546;19462367601;9191622962;4,14561E+11;2,32175E+11;20205362813;1,86978E+11;131802;66,66;66,93;14,17;14,19;9,6;9,79;10160;10375;71,25;71,84
427;Kab. Jember;2019;1,71035E+11;8,21896E+11;21221197876;33344527702;22061147082;5,89229E+11;1,22826E+12;39949881385;4,52821E+11;2440714;68,74;68,99;12,79;13,21;6,07;6,18;8698;9090;65,96;66,69
428;Kab. Jepara;2019;55717486400;2,97072E+11;5362882789;13736620481;24438389349;9,7565E+11;1,9208E+11;27412394782;3,33489E+11;1257912;75,71;75,74;12,71;12,74;7,43;7,44;10169;10609;71,38;71,88
429;Kab. Jombang;2019;1,53407E+11;4,93453E+11;28501129464;39127263037;3768782484;3,98119E+11;8,13398E+11;31874376560;2,19158E+11;1258618;72,04;72,27;12,7;12,99;8,21;8,53;10560;10999;71,86;72,85
430;Kab. Kaimana;2019;86299902007;1,47354E+11;22205443593;20228562294;5581076123;3,0616E+11;1,61899E+11;12983726686;1,83086E+11;60216;64,25;64,81;11,76;12,13;8,09;8,41;8071;8325;63,67;64,59
431;Kab. Kampar;2019;1,1111E+11;3,59581E+11;23058483991;28678657953;14752713615;3,73826E+11;9,16987E+11;22564892019;4,59913E+11;871117;70,35;70,64;13,21;13,45;9,1;9,25;11128;11232;72,5;73,15
432;Kab. Kapuas;2019;96001777880;2,51917E+11;11941267582;28881384564;6057038788;2,48772E+11;5,55504E+11;23037093890;3,87435E+11;358820;68,64;68,69;12,54;12,9;7,51;7,52;10738;11063;68,68;69,38
433;Kab. Kapuas Hulu;2019;1,18505E+11;2,75321E+11;15752564541;0;0;2,86958E+11;4,47884E+11;23496317895;2,63318E+11;263207;72,12;72,44;12,03;12,04;7,25;7,47;7074;7206;65,03;65,65
434;Kab. Karanganyar;2019;1,06991E+11;3,18621E+11;39228579568;25501695743;16374102040;3,6123E+11;8,22253E+11;25969290367;1,87721E+11;886519;77,36;77,38;13,66;13,67;8,51;8,52;11223;11569;75,54;75,89
435;Kab. Karimun;2019;70604534620;2,29973E+11;20713185786;20934297175;9357566416;2,92524E+11;3,22251E+11;21365193142;1,81044E+11;232797;70,52;70,71;12,16;12,3;7,81;7,92;11945;12136;70,56;71,1
436;Kab. Katingan;2019;56273378024;1,57702E+11;19100294605;17437258371;3075860900;2,68849E+11;2,88097E+11;34247280976;1,31308E+11;169997;65,62;65,7;12,21;12,51;8,65;8,66;10327;10639;67,91;68,55
437;Kab. Kaur;2019;51686989120;1,16812E+11;14967967647;8005182105;6067412288;1,66656E+11;1,75561E+11;11860105768;92271608809;121200;66,15;66,5;12,96;12,98;8,24;8,25;8284;8594;66,2;66,78
438;Kab. Kayong Utara;2019;47076522160;1,09501E+11;8900706011;4501380943;4118524843;1,55018E+11;1,883E+11;10089178319;1,2208E+11;112715;67,71;68,11;11,79;11,81;5,86;6;7552;7905;61,82;62,66
440;Kab. Kediri;2019;1,61828E+11;4,08298E+11;18036521233;39211492130;21711857979;5,09058E+11;9,22643E+11;22051834788;3,53646E+11;1568113;72,37;72,54;12,86;12,87;7,68;8,01;10326;10853;71,07;71,85
441;Kab. Keerom;2019;68178838482;1,42094E+11;4859290866;5869340643;5484453362;3,2484E+11;1,40797E+11;18798334677;1,73831E+11;57100;66,35;66,6;12,14;12,41;7,83;8;8918;9136;65,75;66,59
442;Kab. Kendal;2019;1,53955E+11;3,99053E+11;25759647324;19457986725;7211438829;3,59876E+11;7,47664E+11;23538996239;2,20792E+11;971086;74,3;74,33;12,7;12,8;7,05;7,25;11257;11597;71,28;71,97
443;Kab. Siau Tagulandang Biaro;2019;37746542816;94692777576;14729817142;7376546777;6416459982;1,5039E+11;1,20833E+11;18682566731;72721588254;66403;70,14;70,54;11,51;11,64;8,57;8,75;8097;8252;66,75;67,48
444;Kab. Kepahiang;2019;42853179256;1,11239E+11;8010994725;9515522118;10969820035;1,65559E+11;1,64539E+11;13640679377;71008461396;137200;67,39;67,78;12,68;12,89;7,92;7,93;9135;9243;67,14;67,67
445;Kab. Kepulauan Anambas;2019;1,08729E+11;1,72882E+11;35084788904;5957882842;14282484380;2,85568E+11;2,12957E+11;12502396751;2,15567E+11;42309;66,91;67,06;12,32;12,75;6,7;6,91;11894;12065;67,53;68,48
446;Kab. Kepulauan Selayar;2019;95070426365;1,5855E+11;20666082805;14583549243;12021475811;2,1431E+11;2,20222E+11;20883515369;1,07852E+11;135624;68,03;68,34;12,46;12,48;7,4;7,63;8666;8436;66,04;66,91
447;Kab. Kepulauan Talaud;2019;62086658617;1,44628E+11;7949990905;5088705056;8000092986;1,76732E+11;1,89558E+11;12853576946;93606814325;92475;69,71;70,04;12,2;12,27;9;9,25;8525;8638;68,32;68,97
448;Kab. Kerinci;2019;96204517376;1,27854E+11;16380495667;13224055981;16450281469;2,51191E+11;2,94398E+11;30576942331;1,87239E+11;241357,865;69,65;69,82;13,85;13,86;8,2;8,21;9951;10198;70,59;70,95
449;Kab. Klungkung;2019;1,00947E+11;2,59967E+11;23424689429;26002204840;28226786728;2,27798E+11;2,86773E+11;36155892960;82902921739;179100;70,7;71,06;12,95;12,98;7,75;8,12;11318;11484;70,9;71,71
452;Kab. Kolaka Utara;2019;1,0144E+11;1,23525E+11;7969139691;16090614694;7246560439;1,81759E+11;1,85678E+11;12806239397;96535530799;150831;69,85;70,15;12,09;12,1;7,67;7,86;10133;10258;68,44;68,91
453;Kab. Konawe;2019;1,11165E+11;2,20833E+11;3875904187;8766750990;3037653050;2,94678E+11;3,71818E+11;10322172055;1,24933E+11;254695;69,97;70,02;12,98;12,99;8,94;9,14;10004;102;70,72;71,29
454;Kab. Konawe Selatan;2019;91851964887;1,61362E+11;10828169989;5121725105;8027382029;2,97632E+11;3,45028E+11;20788937574;2,64258E+11;314785;70,38;70,52;12,23;12,24;7,73;7,74;8914;9115;67,51;67,88
455;Kab. Kotabaru;2019;1,00795E+11;1,98584E+11;25564436409;19465913474;34067682615;4,2053E+11;3,34904E+11;18333847030;2,57224E+11;342217;68,89;69,1;11,83;11,92;7,19;7,42;11579;11731;68,32;68,95
456;Kab. Kotawaringin Barat;2019;1,12008E+11;2,67651E+11;36731950791;21690545863;14583889285;2,12699E+11;3,0573E+11;22573039204;2,3795E+11;312911;70,43;70,51;12,7;12,71;8,36;8,41;12788;13175;72,46;72,85
457;Kab. Kotawaringin Timur;2019;1,22518E+11;4,13721E+11;41822526116;36800498541;24815113544;3,17633E+11;4,63951E+11;22574457471;2,24098E+11;466366;69,75;69,8;12,68;12,69;7,9;8,12;11556;11905;70,56;71,16
458;Kab. Kubu Raya;2019;1,02091E+11;1,70707E+11;10931968594;28004220495;6289957914;1,95829E+11;5,13859E+11;21959616865;2,99001E+11;579331;70,04;70,43;13,59;13,64;6,81;6,82;8532;8773;67,23;67,76
459;Kab. Kudus;2019;96621127539;4,04284E+11;17585987698;9268963468;17753867541;4,1594E+11;5,85536E+11;27371712473;2,30062E+11;871311;76,47;76,5;13,21;13,22;8,62;8,63;10979;11318;74,58;74,94
460;Kab. Kupang;2019;62488989405;1,50452E+11;7322132438;2813053371;4878944226;2,63545E+11;3,63374E+11;10893141094;1,06885E+11;403582;63,86;64,39;13,83;13,84;7,11;7,37;7472;7698;63,55;64,43
461;Kab. Labuhan batu;2019;58095390183;2,83278E+11;29101827435;17507032665;1497681346;2,68738E+11;3,75151E+11;18687669309;1,67141E+11;494178;69,6;69,86;12,6;12,67;9,04;9,23;11053;11193;71,39;71,94
462;Kab. Labuhanbatu Selatan;2019;57380258791;1,43728E+11;11137058777;10005167883;7540457995;1,87782E+11;2,49209E+11;12518455361;1,47684E+11;338982;68,39;68,64;12,97;12,99;8,71;8,74;11280;11553;70,98;71,39
463;Kab. Labuhan batu Utara;2019;61012754743;1,60967E+11;17924847595;8676878480;636711200;1,89407E+11;3,3569E+11;18549048175;1,97193E+11;363816;69,09;69,37;12,8;12,82;8,35;8,36;11730;11957;71,08;71,43
464;Kab. Lahat;2019;99159108892;2,64215E+11;14041376061;18687444769;7474088635;3,99433E+11;4,7607E+11;19105146664;2,84745E+11;409348;65,5;65,76;12,32;12,33;8,44;8,45;9600;10071;66,99;67,62
465;Kab. Lamandau;2019;54930766438;91799155303;19379658009;6603878746;8282121228;1,54974E+11;1,84242E+11;15889050541;1,16504E+11;82680;69,31;69,34;12,46;12,47;7,95;8,38;10996;11278;69,7;70,51
466;Kab. Lamongan;2019;1,38348E+11;5,47828E+11;27325469986;16455453545;12152595485;4,78584E+11;7,32757E+11;26556399908;3,22762E+11;1188913;72,04;72,27;13,45;13,46;7,83;7,89;10664;11108;71,97;72,57
467;Kab. Lampung Barat;2019;51578263069;1,58787E+11;16333038206;14927184427;13032939573;2,21717E+11;2,92184E+11;8405891437;1,64361E+11;302828;67,09;67,43;12,19;12,24;7,6;7,85;9741;9970;66,74;67,5
468;Kab. Lampung Selatan;2019;79470004808;3,26715E+11;22630209233;4679171808;8827774620;7,22941E+11;6,73924E+11;19540270404;2,79024E+11;1011286;68,87;69,2;12,17;12,33;7,67;7,68;9781;9978;67,68;68,22
469;Kab. Lampung Tengah;2019;96961593422;2,17264E+11;32638904667;19024131951;7950016762;4,06813E+11;9,09053E+11;18310719324;3,57049E+11;1281310;69,46;69,75;12,9;12,91;7,51;7,57;11052;11154;69,73;70,04
470;Kab. Lampung Timur;2019;1,30295E+11;2,19903E+11;19726775945;9926922043;18405262044;3,2085E+11;7,58027E+11;29467092872;1,67596E+11;1044320;70,31;70,61;12,83;12,84;7,57;7,59;9908;10028;69,04;69,34
471;Kab. Landak;2019;91419117399;1,65813E+11;10903490161;13987891635;2389672084;2,2758E+11;3,88297E+11;15120679685;2,01226E+11;377305;72,34;72,7;12,37;12,39;7,09;7,1;7183;7403;65,45;65,96
472;Kab. Langkat;2019;86138867869;3,2921E+11;15801975455;18557810224;5558937687;3,18813E+11;8,20037E+11;21959057157;2,65125E+11;1041775;68,22;68,59;12,75;12,81;8,52;8,64;11088;11208;70,27;70,76
473;Kab. Lebak;2019;1,10627E+11;4,47784E+11;18443543430;24254959248;12783019117;3,54443E+11;9,60139E+11;15265307618;2,99563E+11;1302608;66,79;67,04;11,93;11,96;6,21;6,31;8634;8850;63,37;63,88
475;Kab. Lingga;2019;89100755245;1,30086E+11;21054892700;12242811971;17069861636;2,18815E+11;2,04557E+11;14930650553;1,31813E+11;89781;61,44;61,75;12,43;12,44;6,27;6,51;11499;12091;64,06;64,98
476;Kab. Luwu;2019;70245941575;2,23824E+11;19631627007;11361634352;6708881538;2,12472E+11;4,02636E+11;21904026734;2,07174E+11;362027;69,84;70,19;13,3;13,32;7,97;8,15;9705;9381;69,6;70,39
477;Kab. Luwu Utara;2019;76501559970;2,33729E+11;15685284760;20819851372;5186081878;2,18061E+11;3,21724E+11;22849688169;2,14234E+11;312883;67,9;68,31;12,39;12,42;7,53;7,78;11429;11101;68,79;69,46
478;Kab. Madiun;2019;87252586658;3,1513E+11;16897007283;21841219593;9595256498;2,52993E+11;6,32139E+11;20003015284;1,71859E+11;681394;70,97;71,22;13,12;13,13;7,57;7,8;11012;11351;71,01;71,69
479;Kab. Magelang;2019;1,23327E+11;4,17709E+11;16145671682;26186282823;13378475596;3,12765E+11;7,70486E+11;28450774576;1,76234E+11;1290591;73,47;73,56;12,48;12,53;7,57;7,77;9025;9387;69,11;69,87
480;Kab. Magetan;2019;1,26964E+11;2,86095E+11;18352338240;31148632042;18132048785;2,9255E+11;6,3952E+11;17657736605;2,50401E+11;628924;72,3;72,49;13,72;13,73;7,95;7,96;11288;11539;72,91;73,49
481;Kab. Mahakam Ulu;2019;1,03654E+11;1,44148E+11;24032189175;16693262989;15068957631;3,69526E+11;1,4082E+11;22795177288;3,01799E+11;26375;71,56;71,9;12,48;12,5;7,69;7,89;7653;8008;66,67;67,58
482;Kab. Majalengka;2019;1,12096E+11;3,68751E+11;11105642510;13003212694;10674509903;1,0663E+12;5,4583E+11;23641750137;3,45609E+11;1205034;69,68;69,97;12,19;12,21;6,91;7,09;9416;9822;66,72;67,52
483;Kab. Majene;2019;61610261687;1,54181E+11;9214258374;22712589485;14527477955;1,63742E+11;3,11744E+11;19706873502;98629111679;173884;61,05;61,3;13,58;13,6;8,25;8,52;9904;10029;66,01;66,59
484;Kab. Malang;2019;1,67396E+11;6,40155E+11;16580726488;75477289452;30053823758;6,41152E+11;1,22404E+12;38146315728;6,55773E+11;2591795;72,26;72,45;12,56;12,87;7,18;7,27;9356;9844;69,4;70,35
485;Kab. Malinau;2019;78588472759;2,21826E+11;40464070133;22625137592;10962221075;3,45573E+11;2,3208E+11;16643723249;1,43759E+11;84609;71,4;71,42;13,27;13,29;9,04;9,05;9853;10121;71,74;72,06
486;Kab. Maluku Barat Daya;2019;57174076791;1,09414E+11;14945125694;6161476829;5381543169;2,44843E+11;1,85084E+11;12450528006;1,97655E+11;73103;61,87;62,16;11,88;12,26;7,99;8,14;6508;6888;60,64;61,55
487;Kab. Maluku Tengah;2019;82327879042;2,70007E+11;8677152637;40775069476;7343453784;2,46757E+11;5,71677E+11;17729946242;1,87195E+11;373378;66,19;66,34;13,93;14,15;9,29;9,64;9875;10298;70,6;71,25
