No;nama_pemda;Tahun;Ekonomi;Kesehatan;Ketertiban;Lingkungan;ParBud;Pelayanan;Pendidikan;Sosial;Rumah_Fasum;Populasi;Base_AHH;Target_AHH;Base_HLS;Target_HLS;Base_RLS;Target_RLS;Base_PPK;Target_PPK;Base_IPM;Target_IPM
615;Kota Ambon;2019;70859113026;1,17711E+11;19050807555;37246526628;8105133287;3,02902E+11;3,88015E+11;20126630620;1,67334E+11;478616;70,12;70,35;15,91;16,02;11,65;11,91;13699;14233;80,24;80,81
616;Kota Banda Aceh;2019;1,03491E+11;1,90058E+11;21055115765;61134488013;13856851335;2,10541E+11;2,76827E+11;30022200184;1,32778E+11;270321;70,1;71,36;17,26;17,39;12,6;12,64;16234;16892;84,37;85,07
617;Kota Bandung;2019;4,87744E+11;1,20772E+12;1,8632E+11;1,85117E+11;59143015038;1,45742E+12;1,96508E+12;1,56788E+11;6,05319E+11;2507888;74;74,14;14,18;14,19;10,63;10,74;16630;17254;81,06;81,62
618;Kota Banjarbaru;2019;57795750565;2,51234E+11;17122561775;36148055402;5512000426;2,82366E+11;2,56746E+11;21946456614;2,6866E+11;262719;71,67;71,87;14,79;14,8;10,93;10,94;13590;13949;78,83;79,22
619;Kota Banjarmasin;2019;85398902707;2,44495E+11;31860939688;93925237847;18882898574;3,95834E+11;4,75472E+11;33986878240;3,66734E+11;708606;70,75;70,98;13,91;13,92;9,93;9,94;14256;14547;76,83;77,16
620;Kota Batam;2019;4,39974E+11;3,34965E+11;59271881035;75935254817;14163134165;4,21591E+11;6,05744E+11;53501693044;5,25017E+11;1376009;73,24;73,29;12,95;13,15;11,12;11,13;17560;18146;80,54;81,09
621;Kota Batu;2019;78033219315;57442606571;38398396178;43755480038;16043247299;2,5426E+11;2,06779E+11;30258925269;1,19323E+11;205788;72,37;72,54;14,03;14,04;8,77;9,06;12057;12466;75,04;75,88
622;Kota Bengkulu;2019;74282099759;1,68636E+11;14761964852;21026400866;6870635386;3,5112E+11;3,24151E+11;22610547547;1,49282E+11;385100;69,72;70,04;16;16,01;11,58;11,78;13633;14030;79,67;80,35
623;Kota Binjai;2019;54641201133;1,85282E+11;23586908008;25229884639;7277842361;2,01293E+11;2,7778E+11;14483787444;1,15001E+11;276597;71,95;72,25;13,59;13,61;10,75;10,77;10750;11260;75,21;75,89
624;Kota Bukit Tinggi;2019;73977625447;62677659110;33737227637;34491312123;33169396765;1,93353E+11;1,87027E+11;17735124513;80360431010;53693;73,91;74,22;14,95;14,96;11,31;11,32;13035;13586;80,11;80,71
625;Kota Cilegon;2019;1,20946E+11;2,91423E+11;28405186056;50208697689;11038939080;5,5848E+11;4,59188E+11;40540387919;2,62102E+11;437205;66,43;66,6;13,13;13,15;9,73;9,74;12900;13230;72,65;73,01
626;Kota Cimahi;2019;42570416828;3,35023E+11;63888173619;50495501226;12428793962;3,53991E+11;3,71335E+11;16910159294;2,53984E+11;614304;73,75;73,89;13,77;13,79;10,94;10,95;11921;12448;77,56;78,11
627;Kota Depok;2019;1,75663E+11;4,29685E+11;64910307047;1,76405E+11;0;7,1226E+11;7,5426E+11;85440451841;8,32643E+11;2406826;74,17;74,31;13,9;13,91;10,85;11;15262;15696;80,29;80,82
628;Kota Gunungsitoli;2019;27023263378;43047641027;4475585072;8401986080;7268393734;2,59831E+11;88252751088;6012499893;1,51162E+11;142426;70,67;71,02;13,71;13,73;8,41;8,58;7639;8058;68,33;69,3
629;Kota Jambi;2019;97083279146;2,95539E+11;31189281742;52655517517;7159145333;3,90403E+11;4,50509E+11;19606792039;3,16383E+11;607074,545;72,43;72,57;14,62;14,9;10,67;10,91;11912;12205;77,41;78,26
630;Kota Kendari;2019;51754650971;1,83187E+11;0;25094186084;8419402724;3,56694E+11;3,50915E+11;32940267995;2,86919E+11;392830;67,33;73,52;16,2;16,28;11,69;11,94;14168;14392;82,22;82,86
631;Kota Kotamobagu;2019;29685151771;1,75764E+11;17648394889;11569836614;3544798419;1,70458E+11;1,25436E+11;18832759016;63241725274;128387;69,97;70,33;12,75;12,78;10,04;10,09;10663;11098;72,55;73,22
632;Kota Langsa;2019;39256820112;2,33829E+11;16492904340;26767614616;22502768116;1,76616E+11;1,77049E+11;17412844778;1,12207E+11;176811;69,16;69,37;15,19;15,34;11,06;11,1;11497;12099;76,34;77,16
633;Kota Lhokseumawe;2019;29370641677;91567015379;12035639280;30987491563;1024413609;2,12119E+11;2,08143E+11;12606817250;1,66515E+11;207202;71,27;71,52;15,18;15,19;10,89;10,9;10863;11421;76,62;77,3
634;Kota Lubuk Linggau;2019;57919667575;1,51808E+11;17972399446;15322758113;10649811031;2,79937E+11;2,10501E+11;12748651039;1,86701E+11;233178;68,83;69,04;13,31;13,36;9,51;9,81;13288;13586;74,09;74,81
635;Kota Magelang;2019;73080363550;3,408E+11;20979667124;55425439821;7546832514;1,96836E+11;1,74223E+11;13079918205;1,12629E+11;122111;76,72;76,75;13,8;13,81;10,31;10,33;11994;12514;78,31;78,8
636;Kota Makassar;2019;1,54996E+11;5,40445E+11;12684677621;1,29336E+11;33330726811;1,05112E+12;8,99276E+11;54227726361;6,72595E+11;1526677;71,7;72;15,55;15,56;11,09;11,2;16597;16367;81,73;82,25
637;Kota Medan;2019;2,51029E+11;7,07798E+11;1,40344E+11;7,0826E+11;45141754786;1,13862E+12;9,59142E+11;1,35472E+11;9,73484E+11;2279894;72,64;72,98;14,72;14,73;11,37;11,38;14845;15033;80,65;80,97
638;Kota Metro;2019;56006452580;2,44158E+11;12904435986;12406228356;5787592462;2,21973E+11;1,95082E+11;16140181333;1,38051E+11;167411;71,29;71,55;14,29;14,34;10,61;10,64;11636;12017;76,22;76,77
639;Kota Padang;2019;2,91184E+11;2,91635E+11;65908058164;64734743028;15526433067;4,19352E+11;7,79409E+11;35959181873;3,8779E+11;443722;73,35;73,57;16,5;16,51;11,33;11,34;14312;14728;82,25;82,68
640;Kota Padang Panjang;2019;43158094643;1,30536E+11;19785473640;0;9273698244;1,76485E+11;1,2562E+11;15334303427;79445151847;62524;72,58;72,77;15,04;15,05;11,44;11,45;10440;11013;77,3;78
641;Kota Padang Sidempuan;2019;47591537349;1,71825E+11;25952242476;20795396409;7193749453;1,86087E+11;2,38761E+11;21843358039;82683244455;221827;68,73;69,15;14,51;14,53;10,63;10,7;10795;11181;74,38;75,06
642;Kota Pagar Alam;2019;54312194392;1,06639E+11;12306968577;14018320264;10816881082;2,29889E+11;1,42319E+11;9161274903;2,30332E+11;139192;66,14;66,41;12,83;12,84;9,08;9,14;8758;9291;67,62;68,44
643;Kota Palangkaraya;2019;68061280009;97389938498;20846736043;18162154760;12102785383;2,98588E+11;3,17639E+11;15491264875;2,36222E+11;291667;73,16;73,19;14,93;14,94;11,42;11,51;13677;14091;80,34;80,77
644;Kota Palopo;2019;73335265560;2,90474E+11;19596585064;30527173444;9150210977;2,13253E+11;1,91939E+11;23686185037;1,04491E+11;184614;70,49;70,79;15,06;15,07;10,51;10,75;12662;12319;77,3;77,98
645;Kota Pangkal Pinang;2019;47711899523;1,54597E+11;26978361005;37715088837;9676734598;2,62079E+11;1,99791E+11;14925819081;2,00455E+11;1488792;72,86;73,17;12,83;12,99;9,78;9,8;15560;15883;77,43;77,97
646;Kota Pariaman;2019;56866145427;85604207068;22774254364;11196791042;43905899307;1,27023E+11;1,52103E+11;14187415987;94660482605;135573;69,87;70,15;14,52;14,53;10,36;10,37;12611;12958;76,26;76,7
647;Kota Payakumbuh;2019;64243644241;1,63596E+11;11368664986;16428312832;29640734047;1,99294E+11;1,7399E+11;26568124878;1,20221E+11;130773;73,33;73,61;14,24;14,25;10,46;10,72;13114;13464;78,23;78,95
648;Kota Pekalongan;2019;72915427754;1,95333E+11;19214757326;27446715172;4250657259;2,47099E+11;2,44575E+11;20207107766;1,22634E+11;307097;74,25;74,28;12,79;12,83;8,57;8,71;12312;12680;74,24;74,77
649;Kota Pekanbaru;2019;1,88342E+11;2,32044E+11;65230384510;1,16867E+11;11137653186;6,32602E+11;6,48707E+11;31945728675;4,38383E+11;1143359;71,94;72,22;15,34;15,37;11,22;11,43;14778;15206;80,66;81,35
650;Kota Pontianak;2019;1,02631E+11;2,6088E+11;24888285286;1,97705E+11;0;2,93069E+11;4,65077E+11;25260746932;2,46383E+11;646661;72,41;72,8;14,81;14,99;9,9;10,14;14322;14515;78,56;79,35
651;Kota Prabumulih;2019;49198765862;1,69857E+11;10556306672;7967253523;614480647;3,70947E+11;2,22657E+11;20540998192;2,94217E+11;188669;69,88;70,09;12,89;12,9;9,71;9,72;12765;13072;74,04;74,4
653;Kota Salatiga;2019;1,58099E+11;2,21746E+11;11196561614;0;6342790107;2,20343E+11;2,11423E+11;17721116580;95182336159;194084;77,11;77,22;15;15,34;10,4;10,41;15464;15944;82,41;83,12
654;Kota Samarinda;2019;1,96989E+11;3,32133E+11;81152532101;1,15977E+11;20258897327;5,42893E+11;6,78464E+11;37773252151;1,05958E+12;872768;73,93;74,17;14,66;14,7;10,46;10,47;14466;14613;79,93;80,2
655;Kota Serang;2019;76084255431;1,50198E+11;1,13635E+11;41498931341;11949030902;2,77514E+11;4,70369E+11;32386674123;1,6063E+11;688603;67,58;67,83;12,65;12,77;8,62;8,67;13261;13418;71,68;72,1
656;Kota Sibolga;2019;62197842572;1,2565E+11;17349443319;2709401078;11835027474;1,63558E+11;1,19642E+11;19557613632;58584450176;87626;68,36;68,77;13,13;13,15;9,91;10,18;11405;11656;72,65;73,41
657;Kota Singkawang;2019;63825087872;2,34089E+11;10235499655;19991745803;0;1,77458E+11;2,30477E+11;5085631226;1,24108E+11;222910;71,41;71,85;12,87;12,89;7,57;7,72;11514;11789;71,08;71,72
658;Kota Solok;2019;50186948637;80222784355;17310180811;15472179428;11202065186;1,90173E+11;1,40806E+11;17788474457;87640107157;950871;73,14;73,45;14,3;14,31;11,01;11,02;11968;12337;77,89;78,38
659;Kota Subulussalam;2019;63826871232;1,01916E+11;7048598705;11136614995;3546548000;1,30731E+11;1,41867E+11;17021879865;1,28235E+11;81417;63,69;63,94;14,2;14,21;7,39;7,58;7039;7463;63,48;64,46
660;Kota Sungai Penuh;2019;61520761226;78458028392;18124017419;13115886686;10311810043;1,76191E+11;1,80107E+11;15122273492;1,55233E+11;91293,16;71,84;72,01;14,77;14,78;9,84;10,08;10186;10510;74,67;75,36
661;Kota Surabaya;2019;5,57006E+11;1,05547E+12;2,62406E+11;1,28191E+12;56446023077;1,88289E+12;2,06688E+12;2,40609E+11;1,75682E+12;2885555;73,98;74,13;14,41;14,78;10,46;10,47;16726;17157;81,74;82,22
662;Kota Tangerang;2019;2,72652E+11;6,13591E+11;91275081791;1,9657E+11;58051195410;1,15383E+12;1,18034E+12;68830285917;7,33576E+11;2229901;71,45;71,57;13,83;13,84;10,51;10,65;14443;14860;77,92;78,43
663;Kota Tangerang Selatan;2019;96158045852;6,87421E+11;46012141953;3,06446E+11;12478949426;9,84838E+11;6,65567E+11;40963623220;7,93013E+11;1747906;72,26;72,41;14,42;14,43;11,78;11,8;15672;15988;81,17;81,48
664;Kota Tanjung Balai;2019;36214016771;1,15484E+11;24785890338;23079274764;783204200;1,98363E+11;1,29041E+11;28910507075;91247864329;175223;62,6;63,02;12,47;12,49;9,24;9,26;11102;11383;68;68,51
667;Kota Tegal;2019;75763960558;2,80765E+11;18573863145;34468060202;6936038455;2,0327E+11;2,75285E+11;14426972119;1,36415E+11;249905;74,3;74,34;12,9;13,04;8,3;8,31;12830;13250;74,44;74,93
668;Kota Ternate;2019;86389622065;82683337267;16450630984;21770794071;18397031567;3,17905E+11;2,41202E+11;17407969364;1,71502E+11;233208;70,5;70,85;15,72;15,73;11,26;11,58;13166;13632;79,13;80,03
669;Kota Tidore Kepulauan;2019;58157571156;1,68908E+11;8698443636;10593702224;14617867701;2,39644E+11;1,8504E+11;17746104215;95758434715;101414;68,87;69,22;13,91;14,2;9,63;9,64;8232;8608;69,89;70,83
670;Kota Yogyakarta;2019;1,86239E+11;3,31879E+11;49999384098;83912004131;38098331041;4,31049E+11;3,83865E+11;29677107374;1,97893E+11;431939;74,45;74,56;17,05;17,28;11,44;11,45;18629;19125;86,11;86,65
671;Provinsi Aceh;2019;1,66915E+12;2,31384E+12;2,05126E+11;16669568934;2,00647E+11;1,84227E+12;3,48953E+12;2,24505E+11;2,34636E+12;5371532;69,64;69,87;14,27;14,3;9,09;9,18;9186;9603;71,19;71,9
672;Provinsi Bangka Belitung;2019;2,6364E+11;2,34454E+11;31523959676;15766354881;29587313774;7,28659E+11;6,09765E+11;48590100906;3,02036E+11;337337;70,18;70,5;11,87;11,94;7,84;7,98;12666;12959;70,67;71,3
673;Provinsi Banten;2019;5,34094E+11;5,76537E+11;79816234363;55439047227;33736462047;3,4638E+12;2,09369E+12;87890680294;1,42527E+12;12927316;69,64;69,84;12,85;12,88;8,62;8,74;11994;12267;71,95;72,44
675;Provinsi Gorontalo;2019;2,3245E+11;1,41879E+11;13292032207;30734042200;15990364438;5,9389E+11;4,70192E+11;30131365104;2,51256E+11;1202631;67,45;67,93;13,03;13,06;7,46;7,69;9839;10075;67,71;68,49
676;Provinsi Jambi;2019;3,69767E+11;4,67024E+11;41808081918;25159129129;36547409078;1,17195E+12;1,11749E+12;61243746440;6,55302E+11;3623826,08;70,89;71,06;12,9;12,93;8,23;8,45;10357;10592;70,65;71,26
677;Provinsi Jawa Tengah;2019;6,71887E+11;1,80739E+12;58692090995;18028781391;0;4,60827E+11;2,47936E+12;1,01544E+11;9,0803E+11;34718204;74,18;74,23;12,63;12,68;7,35;7,53;10777;11102;71,12;71,73
678;Provinsi Jawa Timur;2019;2,5529E+12;4,10573E+12;47365191615;70217661184;1,44916E+11;1,10385E+13;6,24333E+12;3,79347E+11;1,35737E+12;39500851;70,97;71,18;13,09;13,1;7,39;7,59;10973;11380;70,77;71,5
679;Provinsi Kalimantan Barat;2019;4,94721E+11;4,31192E+11;37712236398;0;8309660166;1,59382E+12;1,14262E+12;46449573366;9,30461E+11;5069127;70,18;70,56;12,55;12,58;7,12;7,31;8860;9055;66,98;67,65
680;Provinsi Kalimantan Selatan;2019;5,59821E+11;1,07752E+12;57680745862;41271626989;28116667974;1,30091E+12;1,45934E+12;1,16171E+11;8,91804E+11;4244096;68,23;68,49;12,5;12,52;8;8,2;12062;12253;70,17;70,72
681;Provinsi Kalimantan Tengah;2019;4,44885E+11;4,03163E+11;58826307884;13636318863;32224320332;1,12282E+12;1,00932E+12;69027607955;1,15905E+12;2714859;69,64;69,69;12,55;12,57;8,37;8,51;10931;11236;70,42;70,91
682;Provinsi Kalimantan Timur;2019;6,18862E+11;1,25892E+12;46992685926;24969765490;31981205835;1,74558E+12;1,66996E+12;60519252571;1,03044E+12;3721389;73,96;74,22;13,67;13,69;9,48;9,7;11917;12359;75,83;76,61
683;Provinsi Kalimantan Utara;2019;2,20403E+11;3,07747E+11;27402973174;8422083889;9944005672;8,07101E+11;3,10592E+11;22753950927;4,1746E+11;695562;72,5;72,54;12,82;12,84;8,87;8,94;8943;9343;70,56;71,15
684;Provinsi Kepulauan Riau;2019;2,89916E+11;3,85787E+11;43887146159;26760746681;48338203072;1,14075E+12;6,9239E+11;41923202771;4,83266E+11;2189653;69,64;69,8;12,82;12,83;9,81;9,99;13976;14466;74,84;75,48
685;Provinsi Lampung;2019;3,20687E+11;5,11904E+11;32159875850;10715453924;29677833614;2,36692E+12;1,48694E+12;43510762724;7,81125E+11;8447737;70,18;70,51;12,61;12,63;7,82;7,92;9858;10114;69,02;69,57
686;Provinsi Maluku;2019;3,05222E+11;2,53701E+11;28096918854;7495634145;23539356157;8,29412E+11;8,30401E+11;34140959804;4,47034E+11;1802870;65,59;65,82;13,91;13,94;9,38;9,81;8433;8887;68,87;69,45
687;Provinsi Nusa Tenggara Barat;2019;3,54806E+11;6,59628E+11;64015656368;73411350202;36707429456;1,40339E+12;1,19373E+12;66936614382;5,22919E+11;5070385;65,87;66,28;13,47;13,48;7,03;7,27;10284;10640;67,3;68,14
688;Provinsi Papua;2019;7,12695E+11;1,02982E+12;57549021990;14621447778;48401789002;4,7403E+12;2,1288E+12;49797252339;1,52065E+12;3379302;65,36;65,65;10,83;11,05;6,52;6,65;7159;7336;60,06;60,84
689;Provinsi Riau;2019;4,67796E+11;8,87613E+11;53753502491;1,50317E+11;63876154956;2,19312E+12;1,93927E+12;71013549998;1,02636E+12;6971745;71,19;71,48;13,11;13,14;8,92;9,03;10968;11255;72,44;73
690;Provinsi Sulawesi Barat;2019;2,23799E+11;1,46314E+11;24976007107;10019010891;11919658427;7,28671E+11;4,40552E+11;30716917448;1,67466E+11;1380256;64,58;64,82;12,59;12,62;7,5;7,73;9051;9235;65,1;65,73
691;Provinsi Sulawesi Selatan;2019;7,45436E+11;5,70601E+11;44669233692;19817564768;33711631509;2,39804E+12;2,63473E+12;99825482505;6,99209E+11;8851240;70,08;70,43;13,34;13,36;8,02;8,26;10814;10489;70,9;71,66
692;Provinsi Sulawesi Tenggara;2019;4,03691E+11;2,86773E+11;45471637053;13199086643;28276516289;1,01885E+12;1,10173E+12;32831279278;8,1286E+11;2704737;70,72;70,97;13,53;13,55;8,69;8,91;9262;9436;70,61;71,2
693;Provinsi Sulawesi Utara;2019;3,64891E+11;5,11819E+11;28297362168;11976009147;41342659569;1,11385E+12;1,0385E+12;52705432588;5,11419E+11;2506981;71,26;71,58;12,68;12,73;9,24;9,43;10731;11115;72,2;72,99
694;Provinsi Sumatera Selatan;2019;3,07244E+11;2,9997E+11;39192065263;27920892250;33417818335;2,43288E+12;1,72734E+12;76647134603;1,47814E+12;8497196;69,41;69,65;12,36;12,39;8;8,18;10652;10937;69,39;70,02
695;Kab. Jayawijaya;2019;50773462932;1,8123E+11;21141942578;9107423720;22881016013;5,41346E+11;1,02888E+11;25750548287;76405240570;217887;58,99;59,39;11,58;11,93;5,17;5,3;7637;7835;56,82;57,79
696;Kab. Aceh Jaya;2019;92833363699;1,36915E+11;7067059942;11662817284;2923014368;1,61882E+11;1,98811E+11;29535802162;97467731167;92892;66,88;67,11;13,96;13,97;8,37;8,66;9262;9682;68,83;69,74
697;Kab. Banyuasin;2019;1,41955E+11;2,89371E+11;40610375836;20694647417;5748718800;4,76636E+11;7,35543E+11;24617533696;2,68042E+11;857097;68,55;68,76;11,73;11,74;7,17;7,19;9760;10135;66,4;66,9
698;Kab. Boyolali;2019;1,87253E+11;3,74415E+11;19723593050;47419332583;11973972827;3,00702E+11;7,66558E+11;19641457035;2,70304E+11;984807;75,79;75,83;12,16;12,43;7,55;7,56;12758;13079;73,22;73,8
699;Kab. Dairi;2019;52009428989;1,67381E+11;14205446006;13005969977;14986198163;1,64523E+11;3,39889E+11;14564115265;1,57007E+11;284304;68,41;68,79;13,07;13,09;9,15;9,34;10492;10602;70,89;71,42
700;Kab. Indragiri Hulu;2019;1,09882E+11;2,07313E+11;26549856614;10453609467;0;2,98781E+11;4,83082E+11;30677196580;2,07649E+11;441789;69,97;70,2;12,32;12,35;8,16;8,17;10481;10738;69,66;70,05
701;Kab. Kebumen;2019;1,90126E+11;4,54405E+11;24154817183;31169001163;14993022651;2,78571E+11;9,76386E+11;30988093938;2,45732E+11;1197982;73,11;73,22;12,91;13,04;7,34;7,53;8757;9066;68,8;69,6
702;Kab. Kolaka;2019;92296250306;2,78115E+11;20906357060;20784166586;9217582688;2,7988E+11;2,67154E+11;18014614684;1,27824E+11;261664;69,76;70,72;12,39;12,8;8,57;8,76;12384;12525;72,07;73,01
703;Kab. Kolaka Timur;2019;35458218121;80708208644;6122308926;6405136823;5977612277;1,37509E+11;1,66117E+11;10154491532;1,18799E+11;133324;68,95;72,33;11,89;12,15;7,18;7,35;7606;7832;65,53;66,49
704;Kab. Lebong;2019;39048536136;85365852018;14280220235;7963084730;6566437110;1,61369E+11;1,38529E+11;11606061524;1,12275E+11;116600;62,73;63,12;12,3;12,56;7,89;7,9;11071;11177;66,28;66,84
705;Kab. Manggarai Timur;2019;54241588162;1,66636E+11;6042565018;6310023978;4796958469;1,33074E+11;2,95647E+11;7338176703;1,78821E+11;287207;67,62;67,98;11,34;11,69;6,65;6,87;5809;5919;59,49;60,47
706;Kab. Mempawah;2019;61968838791;1,77098E+11;13394928218;8392909459;3545361750;1,6881E+11;2,98254E+11;12012059636;1,41725E+11;264225;70,54;70,9;12,31;12,33;6,63;6,82;7779;7913;64,9;65,5
707;Kab. Pamekasan;2019;73871495213;3,24483E+11;18997519544;19761848409;24000976762;6,24029E+11;6,04229E+11;23018599790;2,36758E+11;871497;67,22;67,45;13,61;13,62;6,35;6,4;8311;8536;65,41;65,94
708;Kab. Sinjai;2019;61894539522;2,64676E+11;13342618281;11084822034;7954763529;1,97184E+11;3,31964E+11;16637688074;82416354487;244125;66,83;67,17;12,85;12,87;7,29;7,48;9098;8816;66,24;67,05
709;Kab. Sragen;2019;96277771925;3,91294E+11;19259278654;20335653692;4933058480;3,33052E+11;6,81832E+11;15755333079;1,61736E+11;890518;75,6;75,62;12,65;12,69;7,22;7,34;12391;12720;72,96;73,43
710;Kab. Sukabumi;2019;2,62538E+11;7,32848E+11;45816720044;56417174353;33010897450;6,13431E+11;1,25345E+12;61923660201;4,14107E+11;2466272;70,49;70,73;12,2;12,22;6,8;7,02;8618;8973;66,05;66,87
711;Kab. Tapin;2019;64631161549;1,52109E+11;12637182276;16002394175;5586593247;2,08736E+11;2,93864E+11;16661715212;2,05976E+11;191372;69,98;70,23;11,85;11,86;7,54;7,75;11847;12088;69,53;70,13
712;Kota Sabang;2019;51988609592;99723247734;21800621930;14463459455;18275530511;1,41492E+11;1,44576E+11;9200841897;1,22399E+11;34874;70,21;70,45;13,66;13,81;10,97;11,13;10899;11444;74,82;75,77
713;Kota Tanjung Pinang;2019;58647511646;1,58457E+11;38660535536;12634438849;23828327338;2,79386E+11;2,66625E+11;41500613970;1,50912E+11;211583;71,93;72,02;14,08;14,09;9,98;9,99;15292;15838;78,33;78,73
714;Kota Tasikmalaya;2019;1,40784E+11;3,8407E+11;23560239581;39290029885;4356897722;4,31709E+11;5,29886E+11;23875212409;3,4187E+11;663517;71,7;71,93;13,42;13,44;9,04;9,13;9855;10414;72,03;72,84
715;Provinsi DKI Jakarta;2019;5,27059E+12;8,70886E+12;2,67333E+12;5,06323E+12;8,78581E+11;1,12972E+13;2,17337E+13;1,4666E+12;7,0072E+12;10557810;72,67;72,79;12,95;12,97;11,05;11,06;18128;18527;80,47;80,76
